0,5,-33,-59,0,0,100,0,360,128,64,64,0,-13,-54,0,0,100,0,0,0,32,32,1,-33,-58,0,0,100,0,0,128,72,64,0,-17,-58,0,0,100,0,0,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-33,-58,0,0,100,0,360,128,64,64,0,-13,-54,0,0,100,0,32,0,32,32,1,-33,-58,0,0,100,0,72,128,72,64,0,-17,-58,0,0,100,0,48,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-33,-59,0,0,100,0,424,128,64,64,0,-13,-54,0,0,100,0,64,0,32,32,1,-33,-58,0,0,100,0,144,128,72,64,0,-17,-58,0,0,100,0,96,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-33,-60,0,0,100,0,424,128,64,64,0,-13,-54,0,0,100,0,96,0,32,32,1,-33,-58,0,0,100,0,216,128,72,64,0,-17,-58,0,0,100,0,144,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,0,384,72,80,0,-13,-54,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,0,192,104,64,0,-17,-58,0,0,100,0,0,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,72,384,72,80,0,-12,-53,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,104,192,104,64,0,-16,-57,0,0,100,0,192,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,144,384,72,80,0,-12,-54,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,208,192,104,64,0,-16,-58,0,0,100,0,240,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,216,384,72,80,0,-13,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,312,192,104,64,0,-17,-59,0,0,100,0,288,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,288,384,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,416,192,104,64,0,-16,-59,0,0,100,0,336,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,360,384,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,520,192,104,64,0,-16,-59,0,0,100,0,384,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,432,384,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,624,192,104,64,0,-16,-59,0,0,100,0,432,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,504,384,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,728,192,104,64,0,-16,-59,0,0,100,0,480,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,6,-121,-63,0,0,100,0,0,544,168,67,0,-41,-71,0,0,100,0,576,384,72,80,0,-10,-55,0,0,100,0,32,32,32,32,1,-65,-58,0,0,100,0,0,256,104,64,0,-14,-59,0,0,100,0,528,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,6,-121,-63,0,0,100,0,168,544,168,67,0,-41,-71,0,0,100,0,648,384,72,80,0,-12,-55,0,0,100,0,64,32,32,32,1,-65,-58,0,0,100,0,104,256,104,64,0,-16,-59,0,0,100,0,576,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,6,-121,-63,0,0,100,0,336,544,168,67,0,-41,-71,0,0,100,0,720,384,72,80,0,-12,-55,0,0,100,0,96,32,32,32,1,-65,-58,0,0,100,0,208,256,104,64,0,-16,-59,0,0,100,0,624,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,6,-121,-63,0,0,100,0,504,544,168,67,0,-41,-71,0,0,100,0,0,464,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,312,256,104,64,0,-16,-59,0,0,100,0,672,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,72,464,72,80,0,-12,-55,0,0,100,0,128,32,32,32,1,-65,-58,0,0,100,0,416,256,104,64,0,-16,-59,0,0,100,0,480,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,144,464,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,520,256,104,64,0,-16,-59,0,0,100,0,432,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,216,464,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,624,256,104,64,0,-16,-59,0,0,100,0,720,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,288,464,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,728,256,104,64,0,-16,-59,0,0,100,0,720,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,360,464,72,80,0,-12,-55,0,0,100,0,0,32,32,32,1,-65,-58,0,0,100,0,0,320,104,64,0,-16,-59,0,0,100,0,720,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,432,464,72,80,0,-11,-54,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,104,320,104,64,0,-15,-58,0,0,100,0,768,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,504,464,72,80,0,-11,-54,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,208,320,104,64,0,-15,-58,0,0,100,0,816,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,576,464,72,80,0,-12,-54,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,312,320,104,64,0,-16,-58,0,0,100,0,768,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,648,464,72,80,0,-13,-54,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,416,320,104,64,0,-17,-58,0,0,100,0,864,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,5,-33,-49,0,0,100,0,128,0,32,32,1,-38,-57,0,0,100,0,288,128,72,64,0,-37,-53,0,0,100,0,576,64,48,48,1,-44,-57,0,0,100,0,488,128,64,64,0,-42,-16,0,0,65,0,632,160,80,32,0,
0,5,-41,-71,0,0,100,0,216,384,72,80,0,-11,-54,0,0,100,0,0,0,32,32,1,-65,-58,0,0,100,0,312,192,104,64,0,-17,-59,0,0,100,0,288,64,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
