0,1,-222,-171,0,0,100,0,0,0,320,200,0,
0,1,-222,-171,0,0,100,0,320,0,320,200,0,
0,1,-222,-171,0,0,100,0,640,0,320,200,0,
0,1,-222,-171,0,0,100,0,960,0,320,200,0,
0,1,-222,-171,0,0,100,0,0,200,320,200,0,
0,1,-222,-171,0,0,100,0,320,200,320,200,0,
0,1,-222,-171,0,0,100,0,640,200,320,200,0,
0,1,-222,-171,0,0,100,0,960,200,320,200,0,
0,1,-222,-171,0,0,100,0,0,400,320,200,0,
0,1,-222,-171,0,0,100,0,320,400,320,200,0,
0,1,-222,-171,0,0,100,0,640,400,320,200,0,
0,1,-222,-171,0,0,100,0,960,400,320,200,0,
0,1,-222,-171,0,0,100,0,0,600,320,200,0,
0,1,-222,-171,0,0,100,0,320,600,320,200,0,
0,1,-222,-171,0,0,100,0,640,600,320,200,0,
0,1,-222,-171,0,0,100,0,960,600,320,200,0,
0,1,-222,-171,0,0,100,0,0,800,320,200,0,
0,1,-222,-171,0,0,100,0,320,800,320,200,0,
0,1,-222,-171,0,0,100,0,640,800,320,200,0,
0,1,-222,-171,0,0,100,0,960,800,320,200,0,
0,1,-222,-171,0,0,100,0,0,1000,320,200,0,
0,1,-222,-171,0,0,100,0,320,1000,320,200,0,
0,1,-222,-171,0,0,100,0,640,1000,320,200,0,
0,1,-222,-171,0,0,100,0,960,1000,320,200,0,
0,1,-222,-171,0,0,100,0,0,1200,320,200,0,
0,1,-222,-171,0,0,100,0,320,1200,320,200,0,
0,1,-222,-171,0,0,100,0,640,1200,320,200,0,
0,1,-222,-171,0,0,100,0,960,1200,320,200,0,
0,1,-222,-171,0,0,100,0,0,1400,320,200,0,
0,1,-222,-171,0,0,100,0,320,1400,320,200,0,
0,1,-222,-171,0,0,100,0,640,1400,320,200,0,
