0,6,0,-83,0,1,100,0,288,144,48,48,0,-48,-84,0,1,100,0,0,144,48,48,0,8,-72,0,0,100,0,944,160,32,24,0,-40,-70,0,0,100,0,0,0,80,72,0,-24,-16,0,0,100,0,960,16,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,6,0,-82,0,1,100,0,336,144,48,48,0,-48,-84,0,1,100,0,48,144,48,48,0,8,-71,0,0,100,0,944,160,32,24,0,-40,-69,0,0,100,0,80,0,80,72,0,-24,-16,0,0,100,0,960,40,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,6,0,-81,0,1,100,0,384,144,48,48,0,-48,-85,0,1,100,0,96,144,48,48,0,8,-70,0,0,100,0,944,160,32,24,0,-40,-68,0,0,100,0,160,0,80,72,0,-24,-16,0,0,100,0,960,64,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,6,0,-80,0,1,100,0,432,144,48,48,0,-48,-85,0,1,100,0,144,144,48,48,0,7,-69,0,0,100,0,944,160,32,24,0,-40,-67,0,0,100,0,240,0,80,72,0,-24,-16,0,0,100,0,960,88,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,6,0,-81,0,1,100,0,480,144,48,48,0,-48,-85,0,1,100,0,192,144,48,48,0,8,-70,0,0,100,0,944,160,32,24,0,-40,-68,0,0,100,0,160,0,80,72,0,-24,-16,0,0,100,0,960,112,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,6,0,-82,0,1,100,0,528,144,48,48,0,-48,-84,0,1,100,0,240,144,48,48,0,8,-71,0,0,100,0,944,160,32,24,0,-40,-69,0,0,100,0,80,0,80,72,0,-24,-16,0,0,100,0,960,136,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,5,-10,-82,0,1,100,0,976,160,48,72,0,-4,-81,0,0,100,0,944,160,32,24,0,-46,-64,0,0,100,0,320,0,80,72,0,-24,-16,0,0,100,0,960,16,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,5,-48,-88,0,1,100,0,632,72,104,56,0,8,-72,0,0,100,0,944,160,32,24,0,-40,-70,0,0,100,0,0,0,80,72,0,-24,-16,0,0,100,0,960,16,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,5,-48,-88,0,1,100,0,736,72,104,56,0,8,-71,0,0,100,0,944,160,32,24,0,-40,-69,0,0,100,0,80,0,80,72,0,-24,-16,0,0,100,0,960,40,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
0,5,-48,-88,0,1,100,0,840,72,104,56,0,8,-70,0,0,100,0,944,160,32,24,0,-40,-68,0,0,100,0,160,0,80,72,0,-24,-16,0,0,100,0,960,64,48,24,0,-28,-8,0,0,100,0,960,0,56,16,0,
