0,4,-17,-57,0,0,100,0,0,0,40,40,1,-56,-74,0,0,100,0,0,128,96,80,0,-19,-57,0,0,100,0,0,80,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,4,-17,-57,0,0,100,0,40,0,40,40,1,-56,-74,0,0,100,0,96,128,96,80,0,-19,-57,0,0,100,0,48,80,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,4,-17,-57,0,0,100,0,80,0,40,40,1,-56,-74,0,0,100,0,192,128,96,80,0,-19,-57,0,0,100,0,96,80,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,4,-17,-57,0,0,100,0,120,0,40,40,1,-56,-74,0,0,100,0,288,128,96,80,0,-19,-57,0,0,100,0,144,80,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,4,-17,-57,0,0,100,0,0,40,40,40,1,-56,-68,0,0,100,0,0,208,96,80,0,-19,-57,0,0,100,0,0,80,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,4,-15,-57,0,0,100,0,40,40,40,40,1,-56,-68,0,0,100,0,96,208,96,80,0,-17,-57,0,0,100,0,48,80,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,4,-12,-54,0,0,100,0,80,40,40,40,1,-56,-68,0,0,100,0,192,208,96,80,0,-14,-54,0,0,100,0,192,80,48,48,1,-39,-16,0,0,65,0,632,160,80,32,0,
0,4,-10,-50,0,0,100,0,120,40,40,40,1,-56,-68,0,0,100,0,288,208,96,80,0,-12,-50,0,0,100,0,240,80,48,48,1,-38,-16,0,0,65,0,632,160,80,32,0,
0,4,-10,-50,0,0,100,0,160,40,40,40,1,-56,-68,0,0,100,0,384,208,96,80,0,-12,-50,0,0,100,0,288,80,48,48,1,-38,-16,0,0,65,0,632,160,80,32,0,
0,4,-12,-52,0,0,100,0,200,40,40,40,1,-56,-68,0,0,100,0,480,208,96,80,0,-14,-52,0,0,100,0,336,80,48,48,1,-38,-16,0,0,65,0,632,160,80,32,0,
0,4,-14,-55,0,0,100,0,240,40,40,40,1,-56,-68,0,0,100,0,576,208,96,80,0,-16,-55,0,0,100,0,384,80,48,48,1,-39,-16,0,0,65,0,632,160,80,32,0,
0,5,-13,-56,0,0,100,0,432,80,48,48,1,-11,-56,0,0,100,0,280,40,40,40,1,-64,-74,0,0,100,0,0,368,104,88,0,-56,-68,0,0,100,0,672,208,96,80,0,-41,-16,0,0,65,0,632,160,80,32,0,
0,5,-14,-56,0,0,100,0,480,80,48,48,1,-12,-56,0,0,100,0,320,40,40,40,1,-56,-74,0,0,100,0,104,368,96,88,0,-56,-68,0,0,100,0,768,208,96,80,0,-42,-16,0,0,65,0,632,160,80,32,0,
0,4,-14,-56,0,0,100,0,528,80,48,48,1,-12,-56,0,0,100,0,360,40,40,40,1,-56,-68,0,0,100,0,864,208,96,80,0,-42,-16,0,0,65,0,632,160,80,32,0,
0,4,-12,-56,0,0,100,0,576,80,48,48,1,-10,-56,0,0,100,0,400,40,40,40,1,-56,-68,0,0,100,0,0,288,96,80,0,-42,-16,0,0,65,0,632,160,80,32,0,
0,5,-32,-51,0,0,100,0,440,40,40,40,1,-80,-74,0,0,100,0,200,368,88,88,0,-56,-68,0,0,100,0,96,288,96,80,0,-34,-51,0,0,100,0,624,80,48,48,1,-44,-16,0,0,65,0,632,160,80,32,0,
0,5,-31,-52,0,0,100,0,480,40,40,40,1,-80,-74,0,0,100,0,288,368,88,88,0,-56,-68,0,0,100,0,192,288,96,80,0,-33,-52,0,0,100,0,672,80,48,48,1,-44,-16,0,0,65,0,632,160,80,32,0,
0,5,-31,-51,0,0,100,0,520,40,40,40,1,-80,-74,0,0,100,0,376,368,88,88,0,-56,-68,0,0,100,0,288,288,96,80,0,-33,-51,0,0,100,0,720,80,48,48,1,-44,-16,0,0,65,0,632,160,80,32,0,
0,4,-31,-51,0,0,100,0,560,40,40,40,1,-56,-68,0,0,100,0,384,288,96,80,0,-33,-51,0,0,100,0,768,80,48,48,1,-44,-16,0,0,65,0,632,160,80,32,0,
0,4,-31,-51,0,0,100,0,600,40,40,40,1,-56,-68,0,0,100,0,480,288,96,80,0,-33,-51,0,0,100,0,816,80,48,48,1,-44,-16,0,0,65,0,632,160,80,32,0,
0,4,-29,-53,0,0,100,0,640,40,40,40,1,-56,-68,0,0,100,0,576,288,96,80,0,-31,-53,0,0,100,0,864,80,48,48,1,-44,-16,0,0,65,0,632,160,80,32,0,
0,4,-20,-54,0,0,100,0,680,40,40,40,1,-56,-68,0,0,100,0,672,288,96,80,0,-22,-54,0,0,100,0,912,80,48,48,1,-42,-16,0,0,65,0,632,160,80,32,0,
0,4,-18,-56,0,0,100,0,720,40,40,40,1,-56,-68,0,0,100,0,768,288,96,80,0,-20,-56,0,0,100,0,960,80,48,48,1,-40,-16,0,0,65,0,632,160,80,32,0,
0,4,-35,-52,0,0,100,0,480,80,48,48,1,-33,-52,0,0,100,0,160,0,40,40,1,-55,-75,0,0,100,0,384,128,96,80,0,-42,-16,0,0,65,0,632,160,80,32,0,
