0,2,-36,-60,0,0,100,0,88,1048,72,72,0,-23,-16,0,0,100,0,24,1048,48,32,0,
0,17,-23,-64,0,0,100,0,376,280,48,40,0,-1,-37,0,0,100,0,272,344,32,24,0,-3,-43,0,0,100,0,33,280,23,24,0,-20,-53,0,0,100,0,168,40,40,32,1,-20,-53,0,0,100,0,168,8,40,32,1,-20,-53,0,0,100,0,8,8,40,32,1,-6,-27,0,0,100,0,1062,395,16,16,0,-23,-38,0,0,100,0,864,384,48,40,0,-11,-45,0,0,100,0,25,424,23,32,0,-35,-42,0,0,100,0,8,576,56,32,0,-75,-66,0,0,100,0,8,312,96,96,0,-19,-36,0,0,100,0,17,489,39,38,0,-23,-38,0,0,100,0,864,424,48,40,0,-28,-21,0,0,100,0,8,536,56,24,0,-20,-53,0,0,100,0,328,8,40,64,1,-28,-60,0,0,100,0,864,320,64,56,0,-23,-16,0,0,100,0,24,1048,48,32,0,
0,17,-23,-64,0,0,100,0,424,280,48,40,0,-2,-37,0,0,100,0,272,344,32,24,0,-4,-43,0,0,100,0,56,280,23,24,0,-20,-53,0,0,100,0,208,40,40,32,1,-20,-53,0,0,100,0,208,8,40,32,1,-20,-53,0,0,100,0,48,8,40,32,1,-6,-26,0,0,100,0,1062,395,16,16,0,-22,-37,0,0,100,0,912,384,48,40,0,-10,-43,0,0,100,0,50,426,23,32,0,-35,-43,0,0,100,0,64,576,56,32,0,-75,-67,0,0,100,0,8,312,96,96,0,-18,-36,0,0,100,0,57,489,39,38,0,-21,-38,0,0,100,0,912,424,48,40,0,-28,-21,0,0,100,0,64,536,56,24,0,-20,-53,0,0,100,0,368,8,40,64,1,-29,-60,0,0,100,0,928,320,64,56,0,-23,-16,0,0,100,0,24,1048,48,32,0,
0,17,-22,-62,0,0,100,0,472,280,48,40,0,-3,-36,0,0,100,0,272,344,32,24,0,-3,-42,0,0,100,0,81,280,23,24,0,-18,-50,0,0,100,0,248,40,40,32,1,-19,-51,0,0,100,0,248,8,40,32,1,-18,-51,0,0,100,0,89,8,39,32,1,-5,-26,0,0,100,0,1062,395,16,16,0,-21,-37,0,0,100,0,960,384,48,40,0,-10,-43,0,0,100,0,73,425,23,30,0,-34,-43,0,0,100,0,120,576,56,32,0,-74,-67,0,0,100,0,8,312,96,96,0,-18,-35,0,0,100,0,97,489,39,38,0,-21,-37,0,0,100,0,960,424,48,40,0,-27,-21,0,0,100,0,121,536,56,32,0,-19,-52,0,0,100,0,408,8,40,64,1,-28,-57,0,0,100,0,991,320,64,56,0,-23,-16,0,0,100,0,24,1048,48,32,0,
0,17,-22,-63,0,0,100,0,520,280,48,40,0,-1,-36,0,0,100,0,272,344,32,24,0,-3,-42,0,0,100,0,105,280,23,24,0,-19,-52,0,0,100,0,288,40,40,32,1,-19,-52,0,0,100,0,288,8,40,32,1,-19,-52,0,0,100,0,128,8,40,32,1,-5,-27,0,0,100,0,1062,395,16,16,0,-22,-38,0,0,100,0,1008,384,48,40,0,-10,-41,0,0,100,0,97,427,23,30,0,-34,-42,0,0,100,0,176,576,56,32,0,-74,-66,0,0,100,0,8,312,96,96,0,-20,-36,0,0,100,0,136,489,39,38,0,-22,-38,0,0,100,0,1008,424,48,40,0,-28,-21,0,0,100,0,176,536,56,31,0,-19,-53,0,0,100,0,448,8,40,56,1,-27,-59,0,0,100,0,1056,320,64,56,0,-23,-16,0,0,100,0,24,1048,48,32,0,
0,20,-26,-61,0,0,100,0,376,280,48,40,0,-23,-50,0,0,100,0,168,8,40,32,1,-23,-50,0,0,100,0,8,8,40,32,1,-18,-39,0,0,100,0,16,632,16,24,0,-19,-34,0,0,100,0,264,616,16,16,0,-26,-35,1,0,100,0,56,608,24,24,0,-80,-76,2,0,100,0,8,312,96,96,0,-9,-24,0,0,100,0,1062,395,16,16,0,-33,-36,0,0,100,0,960,512,48,40,0,-19,-27,0,0,100,0,181,497,34,25,0,-31,-20,1,0,100,0,256,536,32,32,0,-7,-20,0,0,100,0,296,536,24,24,0,-14,-42,1,0,100,0,24,424,24,32,0,-8,-39,0,0,100,0,128,280,24,24,0,-8,-58,1,0,100,90,8,576,56,32,0,-32,-98,2,0,100,-90,8,312,96,96,0,-33,-36,0,0,100,0,960,552,48,40,0,-15,-43,0,0,100,0,400,80,32,32,1,-32,-60,0,0,100,0,864,320,64,56,0,-26,-16,0,0,100,0,24,1048,48,32,0,
0,16,-105,-80,0,0,100,0,8,712,160,112,0,-48,-50,0,0,100,0,424,320,48,40,0,-35,-50,0,0,100,0,968,672,48,32,0,-46,-22,0,0,100,0,272,344,32,24,0,-36,-29,0,0,100,0,208,280,24,24,0,-33,-33,0,0,100,0,184,280,24,24,0,-43,-48,0,0,100,0,48,40,40,32,1,-24,-30,0,0,100,0,864,672,32,24,0,-15,-29,0,0,100,0,336,496,24,24,0,-7,-20,0,0,100,0,360,536,24,24,0,-29,-20,0,0,100,0,328,536,24,24,0,-25,-47,0,0,100,0,432,80,32,32,1,-33,-36,0,0,100,0,144,424,40,32,0,-25,-30,1,0,100,0,384,496,24,24,0,-20,-40,0,0,100,0,288,616,24,24,0,-28,-16,0,0,100,0,24,1048,48,32,0,
0,18,-56,-45,0,0,100,0,424,320,48,40,0,-42,-48,0,0,100,0,968,672,48,32,0,-26,-28,0,0,100,0,896,672,32,24,0,-3,-20,0,0,100,0,432,536,24,24,0,-16,-28,0,0,100,0,288,496,24,24,0,-33,-20,0,0,100,0,392,536,24,24,0,-24,-20,0,0,100,0,264,504,22,16,0,-35,-25,0,0,100,0,312,616,24,24,0,-50,-43,0,0,100,0,48,40,40,32,1,-35,-38,0,0,100,0,464,88,32,24,1,-35,-34,0,0,100,0,185,428,31,22,0,-30,-19,1,0,100,0,24,608,24,24,0,-26,-23,3,0,100,0,240,336,32,32,0,-16,-51,1,0,100,90,272,344,32,24,0,-18,-43,0,0,100,180,264,616,16,24,0,-21,-40,0,0,100,180,264,592,16,24,0,-103,-81,0,0,100,0,8,824,160,112,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,18,-56,-44,0,0,100,0,424,320,48,40,0,-39,-50,0,0,100,0,929,671,45,40,0,-34,-27,2,0,100,0,312,584,24,32,0,-50,-42,0,0,100,0,48,40,40,32,1,-32,-35,0,0,100,0,496,88,32,24,1,-28,-29,0,0,100,0,864,672,32,24,0,-7,-20,0,0,100,0,508,536,20,24,0,-16,-27,0,0,100,0,288,496,24,24,0,-33,-20,0,0,100,0,392,536,24,24,0,-25,-20,0,0,100,0,264,504,22,16,0,-35,-33,0,0,100,0,185,428,31,22,0,-29,-19,1,0,100,0,24,608,24,24,0,-26,-23,3,0,100,0,240,336,32,32,0,-15,-52,1,0,100,90,272,344,32,24,0,-17,-44,0,0,100,180,264,616,16,24,0,-20,-41,0,0,100,180,264,592,16,24,0,-104,-82,0,0,100,0,8,936,160,112,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,17,-56,-45,0,0,100,0,472,320,48,32,0,-42,-36,0,0,100,0,1016,680,48,24,0,-34,-28,2,0,100,0,312,584,24,32,0,-50,-43,0,0,100,0,48,40,40,32,1,-33,-39,0,0,100,0,528,80,32,32,1,-28,-28,0,0,100,0,896,672,32,24,0,-7,-20,0,0,100,0,508,536,20,24,0,-16,-27,0,0,100,0,288,496,24,24,0,-33,-20,0,0,100,0,392,536,24,24,0,-25,-20,0,0,100,0,264,504,22,16,0,-35,-34,0,0,100,0,185,428,31,22,0,-15,-52,1,0,100,90,272,344,32,24,0,-17,-44,0,0,100,180,264,616,16,24,0,-20,-41,0,0,100,180,264,592,16,24,0,-30,-19,1,0,100,0,24,608,24,24,0,-26,-20,3,0,100,0,240,336,32,32,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,18,-44,-53,0,0,100,0,376,280,48,40,0,-41,-42,0,0,100,0,168,8,40,32,1,-41,-42,0,0,100,0,8,8,40,32,1,-13,-46,3,0,100,0,112,336,40,40,0,-23,-34,0,0,100,0,105,280,23,24,0,-23,-29,0,0,100,0,36,638,18,14,0,-14,-33,0,0,100,0,56,608,24,24,0,-15,-23,0,0,100,0,885,524,24,20,0,-18,-19,0,0,100,0,1064,414,13,10,0,-29,-35,0,0,100,0,224,424,32,32,0,-18,-25,1,0,100,0,408,496,24,24,0,-9,-20,0,0,100,0,456,536,24,24,0,-31,-20,0,0,100,0,536,536,24,24,0,-27,-27,1,0,100,0,384,496,24,24,0,-34,-26,0,0,100,0,160,336,32,32,0,-37,-37,0,0,100,0,496,16,24,32,1,-49,-52,0,0,100,0,864,320,64,56,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,20,-40,-56,0,0,100,0,376,280,48,40,0,-37,-45,0,0,100,0,168,8,40,32,1,-37,-45,0,0,100,0,8,8,40,32,1,-19,-37,0,0,100,0,105,280,23,24,0,-17,-52,1,0,100,90,8,576,56,32,0,-13,-54,1,0,100,90,112,336,40,40,0,-14,-25,0,0,100,0,885,524,24,20,0,-16,-21,0,0,100,0,1064,414,13,10,0,-26,-23,0,0,100,0,864,527,21,17,0,-25,-38,0,0,100,0,256,424,32,32,0,-13,-28,1,0,100,0,312,496,24,30,0,-8,-17,0,0,100,0,484,539,20,21,0,-33,-28,0,0,100,0,568,528,32,32,0,-26,-28,1,0,100,0,384,496,24,24,0,-35,-35,0,0,100,0,864,424,48,40,0,-42,-33,0,0,100,0,8,576,56,32,0,-45,-28,0,0,100,0,112,336,40,40,0,-35,-39,0,0,100,0,496,16,24,32,1,-24,-48,0,0,100,0,1128,336,32,32,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,18,-123,-89,0,0,100,0,168,712,160,112,0,-33,-44,0,0,100,0,1008,512,48,40,0,-25,-62,0,0,100,180,192,336,32,32,0,-23,-59,0,0,100,0,280,576,24,40,0,-24,-59,0,0,100,0,240,576,22,37,0,-29,-62,0,0,100,0,376,280,48,40,0,-26,-51,0,0,100,0,168,8,40,32,1,-26,-51,0,0,100,0,8,8,40,32,1,-15,-26,0,0,100,0,1062,395,16,16,0,-22,-29,0,0,100,0,440,496,24,24,0,-32,-20,1,0,100,0,64,536,56,24,0,-34,-37,0,0,100,0,1008,552,48,40,0,-20,-43,1,0,100,0,25,424,23,32,0,-28,-37,1,0,100,0,8,576,56,32,0,-9,-33,1,0,100,0,112,336,40,40,0,-36,-48,1,0,100,0,336,80,32,32,1,-28,-56,1,0,100,0,1160,336,32,32,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,18,-123,-86,0,0,100,0,168,824,160,112,0,-24,-62,0,0,100,180,192,336,32,32,0,-22,-59,0,0,100,0,280,576,24,40,0,-23,-59,0,0,100,0,240,576,22,48,0,-28,-61,0,0,100,0,376,280,48,40,0,-25,-50,0,0,100,0,168,8,40,32,1,-25,-50,0,0,100,0,8,8,40,32,1,-35,-40,0,0,100,0,864,592,48,40,0,-14,-25,0,0,100,0,1062,395,16,16,0,-19,-42,1,0,100,0,25,424,23,32,0,-21,-28,0,0,100,0,440,496,24,24,0,-32,-20,1,0,100,0,64,536,56,24,0,-27,-36,1,0,100,0,8,576,56,32,0,-8,-32,1,0,100,0,112,336,40,40,0,-33,-58,1,0,100,0,968,672,48,32,0,-32,-53,2,0,100,0,368,80,32,32,1,-37,-40,0,0,100,0,864,632,48,40,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,18,-125,-86,0,0,100,0,168,936,160,112,0,-23,-62,0,0,100,180,192,336,32,32,0,-21,-58,0,0,100,0,280,576,24,40,0,-23,-43,0,0,100,0,336,592,18,24,0,-28,-61,0,0,100,0,376,280,48,40,0,-25,-50,0,0,100,0,168,8,40,32,1,-25,-50,0,0,100,0,8,8,40,32,1,-14,-25,0,0,100,0,1062,395,16,16,0,-34,-36,0,0,100,0,912,592,48,40,0,-19,-42,1,0,100,0,25,424,23,32,0,-21,-28,0,0,100,0,440,496,24,24,0,-32,-20,1,0,100,0,64,536,56,24,0,-27,-35,1,0,100,0,8,576,56,32,0,-8,-31,1,0,100,0,112,336,40,40,0,-28,-40,1,0,100,0,496,88,32,24,1,-34,-47,1,0,100,0,968,672,48,32,0,-34,-36,0,0,100,0,912,632,48,40,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,18,-23,-62,0,0,100,180,192,336,32,32,0,-21,-58,0,0,100,0,280,576,24,40,0,-19,-42,0,0,100,0,364,593,16,24,0,-28,-61,0,0,100,0,376,280,48,40,0,-29,-56,0,0,100,0,1072,672,48,32,0,-25,-50,0,0,100,0,168,8,40,32,1,-25,-50,0,0,100,0,8,8,40,32,1,-14,-25,0,0,100,0,1062,395,16,16,0,-37,-36,0,0,100,0,960,512,48,40,0,-19,-42,1,0,100,0,25,424,23,32,0,-21,-28,0,0,100,0,440,496,24,24,0,-32,-20,1,0,100,0,64,536,56,24,0,-37,-36,0,0,100,0,960,552,48,40,0,-27,-35,1,0,100,0,8,576,56,32,0,-8,-31,1,0,100,0,112,336,40,40,0,-27,-41,1,0,100,0,528,80,32,32,1,-26,-46,1,0,100,0,1128,336,32,32,0,-30,-16,0,0,100,0,24,1048,48,32,0,
0,17,-24,-56,0,0,100,0,376,280,48,40,0,-21,-45,0,0,100,0,168,8,40,32,1,-21,-45,0,0,100,0,8,8,40,32,1,-12,-25,0,0,100,0,272,344,32,24,0,-4,-28,3,0,100,0,56,608,24,24,0,-4,-35,0,0,100,0,105,280,23,24,0,-19,-37,0,0,100,0,864,512,48,40,0,-11,-37,0,0,100,0,224,424,32,32,0,-4,-20,0,0,100,0,264,504,22,16,0,-10,-27,1,0,100,0,288,496,24,24,0,-10,-20,0,0,100,0,256,536,32,32,0,-3,-26,0,0,100,0,456,536,24,24,0,-20,-33,0,0,100,0,160,336,32,32,0,-15,-47,0,0,100,0,1128,336,32,32,0,-20,-42,0,0,100,0,536,16,32,32,1,-17,-43,1,0,100,0,1128,336,32,32,0,-17,-16,0,0,100,0,24,1048,48,32,0,
0,17,-49,-47,0,0,100,0,472,320,48,32,0,-35,-48,0,0,100,0,968,672,48,32,0,-20,-46,2,0,100,0,336,80,32,32,1,-31,-23,0,0,100,0,272,344,32,24,0,-21,-26,0,0,100,0,264,616,16,24,0,-25,-32,0,0,100,0,56,280,23,24,0,-43,-45,0,0,100,0,48,40,40,32,1,-29,-33,0,0,100,0,1008,632,48,40,0,-3,-20,0,0,100,0,600,536,32,24,0,-12,-27,0,0,100,0,336,496,24,24,0,-27,-33,0,0,100,0,288,432,32,24,0,-21,-21,0,0,100,0,600,536,32,24,0,-22,-28,1,0,100,0,288,496,24,24,0,-13,-34,2,0,100,0,56,608,24,24,0,-20,-32,0,0,100,0,264,592,24,24,0,-11,-28,1,0,100,0,272,344,32,24,0,-21,-16,0,0,100,0,24,1048,48,32,0,
