0,4,-41,-52,0,0,100,0,0,64,96,64,0,-28,-60,0,0,100,0,0,0,64,64,0,-41,-52,0,0,100,0,0,128,96,64,0,-24,-8,0,0,100,0,320,0,48,16,0,
0,4,-41,-52,0,0,100,0,96,64,96,64,0,-28,-60,0,0,100,0,64,0,64,64,0,-41,-52,0,0,100,0,96,128,96,64,0,-24,-8,0,0,100,0,320,0,48,16,0,
0,4,-41,-52,0,0,100,0,192,64,96,64,0,-28,-60,0,0,100,0,128,0,64,64,0,-41,-52,0,0,100,0,192,128,96,64,0,-24,-8,0,0,100,0,320,0,48,16,0,
0,4,-41,-52,0,0,100,0,288,64,96,64,0,-28,-60,0,0,100,0,192,0,64,64,0,-41,-52,0,0,100,0,288,128,96,64,0,-24,-8,0,0,100,0,320,0,48,16,0,
0,4,-41,-52,0,0,100,0,384,64,96,64,0,-28,-60,0,0,100,0,256,0,64,64,0,-41,-52,0,0,100,0,384,128,96,64,0,-24,-8,0,0,100,0,320,0,48,16,0,
0,2,-45,-58,0,0,100,0,0,192,80,64,0,-24,-8,0,0,100,0,320,0,48,16,0,
0,2,-64,-56,0,0,100,0,80,192,80,64,0,-50,-8,0,0,100,0,320,0,48,16,0,
0,2,-66,-56,0,0,100,0,160,192,80,64,0,-51,-8,0,0,100,0,320,0,48,16,0,
0,3,-57,-49,0,1,100,0,560,0,80,48,0,-66,-56,0,0,100,0,240,192,80,64,0,-51,-8,0,0,100,0,320,0,48,16,0,
0,3,-112,-56,0,1,100,0,640,0,176,64,0,-66,-56,0,0,100,0,320,192,80,64,0,-51,-8,0,0,100,0,320,0,48,16,0,
0,4,-137,-106,0,0,100,0,528,176,240,128,0,-159,-83,0,1,50,0,528,64,288,112,0,-119,-84,0,0,100,0,0,256,112,96,0,-54,-8,0,0,100,0,320,0,48,16,0,
0,3,-158,-106,0,0,100,0,528,304,288,126,0,-91,-86,0,0,100,0,112,256,80,96,0,-69,-8,0,0,100,0,320,0,48,16,0,
0,3,-175,-97,0,0,100,0,544,432,288,144,0,-68,-87,0,0,100,0,192,256,80,96,0,-59,-8,0,0,100,0,320,0,48,16,0,
0,2,-66,-87,0,0,100,0,272,256,96,96,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,2,-50,-87,0,0,100,0,368,256,96,96,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,2,-50,-55,0,0,100,0,0,352,64,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,2,-50,-55,0,0,100,0,64,352,64,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-150,-60,0,0,100,0,64,496,224,80,0,-89,-55,0,0,100,0,128,352,96,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-168,-44,0,0,100,0,288,496,240,64,0,-89,-55,0,0,100,0,224,352,96,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-218,-65,0,0,100,0,64,576,384,80,0,-89,-55,0,0,100,0,320,352,96,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-231,-71,0,0,100,0,448,576,304,80,0,-89,-55,0,0,100,0,416,352,80,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-232,-74,0,0,100,0,752,576,176,80,0,-89,-55,0,0,100,0,0,416,96,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-241,-77,0,0,100,0,928,576,176,80,0,-89,-55,0,0,100,0,0,416,96,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-238,-77,0,0,20,0,928,576,176,80,0,-89,-55,0,0,100,0,0,416,96,64,0,-52,-8,0,0,100,0,320,0,48,16,0,
0,3,-214,-77,0,0,100,0,816,0,272,96,0,-41,-58,0,0,100,0,96,416,80,64,0,-39,-8,0,0,100,0,320,0,48,16,0,
0,3,-224,-116,0,0,100,0,816,192,320,176,0,-46,-60,0,0,100,0,176,416,64,64,0,-35,-8,0,0,100,0,320,0,48,16,0,
0,3,-149,-77,0,0,100,0,816,96,208,96,0,-40,-60,0,0,100,0,240,416,64,64,0,-35,-8,0,0,100,0,320,0,48,16,0,
0,4,-50,-65,0,1,100,0,816,368,48,48,0,-40,-60,0,0,100,0,304,416,64,64,0,-148,-77,0,0,20,0,816,96,208,96,0,-35,-8,0,0,100,0,320,0,48,16,0,
0,3,-71,-81,0,1,100,0,864,368,96,80,0,-40,-60,0,0,100,0,368,416,64,64,0,-35,-8,0,0,100,0,320,0,48,16,0,
0,3,-88,-100,0,1,100,0,832,448,128,112,0,-40,-60,0,0,100,0,432,416,64,64,0,-35,-8,0,0,100,0,320,0,48,16,0,
0,5,-95,-107,0,1,100,0,960,448,144,128,0,-51,-52,0,0,20,0,288,64,96,64,0,-40,-60,0,0,100,0,0,480,64,64,0,-51,-52,0,0,20,0,288,128,96,64,0,-35,-8,0,0,100,0,320,0,48,16,0,
0,4,-51,-52,0,0,50,0,384,64,96,64,0,-38,-60,0,0,100,0,0,0,64,64,0,-51,-52,0,0,50,0,384,128,96,64,0,-35,-8,0,0,100,0,320,0,48,16,0,
