0,8,17,-42,0,0,100,0,0,168,28,28,0,-53,-34,0,0,100,0,0,140,28,28,0,15,-47,0,0,100,0,4,79,30,37,0,-18,-48,0,0,100,0,6,6,46,36,0,-52,-36,0,0,100,0,166,75,32,33,0,-30,-32,0,0,100,0,5,115,27,24,0,-24,-25,0,0,100,0,3,41,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,17,-41,0,0,100,0,28,168,28,28,0,-53,-33,0,0,100,0,28,140,28,28,0,15,-46,0,0,100,0,4,79,30,37,0,-18,-47,0,0,100,0,6,6,46,36,0,-52,-35,0,0,100,0,166,75,32,33,0,-30,-31,0,0,100,0,5,115,27,24,0,-24,-25,0,0,100,0,3,41,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,17,-40,0,0,100,0,56,168,28,28,0,-53,-32,0,0,100,0,56,140,28,28,0,15,-45,0,0,100,0,4,79,30,37,0,-18,-46,0,0,100,0,6,6,46,36,0,-52,-34,0,0,100,0,166,75,32,33,0,-30,-30,0,0,100,0,5,115,27,24,0,-22,-25,0,0,100,0,54,41,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,17,-41,0,0,100,0,84,168,28,28,0,-53,-33,0,0,100,0,84,140,28,28,0,15,-46,0,0,100,0,4,79,30,37,0,-18,-47,0,0,100,0,6,6,46,36,0,-52,-35,0,0,100,0,166,75,32,33,0,-30,-31,0,0,100,0,5,115,27,24,0,-22,-25,0,0,100,0,54,41,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,9,-40,0,0,100,0,0,168,28,28,0,-55,-30,0,0,100,0,0,140,28,28,0,7,-45,0,0,100,0,4,79,30,37,0,-26,-46,0,0,100,0,6,6,46,36,0,-24,-24,0,0,100,0,111,41,44,29,0,-54,-32,0,0,100,0,166,75,32,33,0,-32,-28,0,0,100,0,5,115,27,24,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,22,-38,0,0,100,0,220,95,23,31,0,18,-44,0,0,100,0,0,168,28,28,0,16,-49,0,0,100,0,4,79,30,37,0,-3,-46,0,0,100,0,105,6,35,36,0,-21,-48,0,0,100,0,56,6,46,36,0,-24,-25,0,0,100,0,3,41,44,29,0,-32,-35,0,0,100,0,37,115,27,24,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,7,15,-52,0,0,100,0,244,86,17,36,0,17,-41,0,0,100,0,123,184,26,21,0,16,-52,0,0,100,0,40,75,30,37,0,-2,-46,0,0,100,0,105,6,35,36,0,-20,-48,0,0,100,0,56,6,46,36,0,-24,-25,0,0,100,0,3,41,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,7,15,-58,0,0,100,0,268,85,24,36,0,13,-42,0,0,100,0,159,183,40,21,0,15,-46,0,0,100,0,79,81,37,26,0,0,-47,0,0,100,0,105,6,35,36,0,-18,-49,0,0,100,0,56,6,46,36,0,-22,-26,0,0,100,0,165,40,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,7,27,-57,0,0,100,0,296,83,27,21,0,16,-48,0,0,100,0,205,179,40,29,0,18,-47,0,0,100,0,125,82,31,28,0,0,-47,0,0,100,0,105,6,35,36,0,-18,-49,0,0,100,0,56,6,46,36,0,-22,-26,0,0,100,0,165,40,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,7,26,-49,0,0,100,0,217,133,29,42,0,21,-46,0,0,100,0,0,168,28,28,0,19,-51,0,0,100,0,4,79,30,37,0,0,-47,0,0,100,0,105,6,35,36,0,-18,-49,0,0,100,0,56,6,46,36,0,-22,-26,0,0,100,0,165,40,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,23,-52,0,0,100,0,244,86,23,34,0,25,-58,0,0,100,0,252,125,38,50,0,20,-42,0,0,100,0,123,184,26,21,0,19,-53,0,0,100,0,40,75,30,37,0,0,-47,0,0,100,0,105,6,35,36,0,-18,-49,0,0,100,0,56,6,46,36,0,-22,-26,0,0,100,0,165,40,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,7,17,-56,0,0,100,0,268,86,23,34,0,13,-42,0,0,100,0,159,183,40,21,0,15,-46,0,0,100,0,79,81,37,26,0,0,-47,0,0,100,0,105,6,35,36,0,-18,-49,0,0,100,0,56,6,46,36,0,-22,-26,0,0,100,0,165,40,44,29,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,12,-59,-45,0,0,100,0,134,201,40,49,0,-57,-48,0,0,100,0,2,207,108,46,0,-57,-34,0,0,100,0,0,140,28,28,0,-56,-34,0,0,100,0,166,122,32,26,0,-33,-31,0,0,100,0,126,139,34,24,0,-66,-36,0,0,100,0,0,140,28,28,0,-32,-49,0,0,100,0,162,3,38,36,0,-24,-24,0,0,100,0,111,41,44,29,0,-64,-37,0,0,100,0,167,146,30,26,0,-68,-49,0,0,100,0,2,207,108,46,0,-43,-34,0,0,100,0,5,115,27,24,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,13,-83,-59,0,0,100,0,121,256,64,75,0,-45,-58,0,0,100,0,193,201,57,66,0,-54,-49,0,0,60,0,5,267,87,46,0,-57,-34,0,0,100,0,0,140,28,28,0,-56,-36,0,0,100,0,166,75,32,33,0,-33,-31,0,0,100,0,126,139,34,24,0,-66,-36,0,0,100,0,0,140,28,28,0,-32,-49,0,0,100,0,162,3,38,36,0,-24,-24,0,0,100,0,111,41,44,29,0,-65,-38,0,0,100,0,166,75,32,33,0,-65,-50,0,0,60,0,5,267,87,46,0,-43,-34,0,0,100,0,5,115,27,24,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,-76,-46,0,0,100,0,211,269,47,55,0,-56,-30,0,0,100,0,166,125,32,21,0,-33,-31,0,0,100,0,126,139,34,24,0,-30,-49,0,0,100,0,225,3,38,36,0,-25,-24,0,0,100,0,227,41,44,29,0,-65,-35,0,0,100,0,166,148,32,24,0,-43,-34,0,0,100,0,5,115,27,24,0,-29,-11,0,0,100,0,108,118,56,20,0,
0,8,-77,-48,0,0,100,0,278,265,47,55,0,-57,-25,0,0,100,0,166,110,32,10,0,-34,-31,0,0,100,0,126,139,34,24,0,-33,-49,0,0,100,0,162,3,38,36,0,-24,-24,0,0,100,0,111,41,44,29,0,-66,-30,0,0,100,0,166,108,32,14,0,-44,-34,0,0,100,0,5,115,27,24,0,-29,-11,0,0,100,0,108,118,56,20,0,
