0,14,-64,-67,0,1,80,0,192,192,32,32,0,-47,-46,0,1,80,0,256,192,32,32,0,-37,-49,0,1,80,0,192,224,32,32,0,10,-68,0,1,80,0,192,192,32,32,0,0,-83,0,1,80,0,224,224,32,32,0,-23,-89,0,1,80,0,256,224,32,32,0,-57,-90,0,0,100,0,0,64,80,64,0,-20,-47,0,0,100,0,0,224,48,32,0,-20,-47,0,0,70,0,0,192,48,32,0,-57,-90,0,0,70,0,0,128,80,64,0,-55,-71,0,0,60,0,320,0,48,64,0,-34,-58,0,0,100,0,0,0,80,64,0,-26,-21,0,0,100,0,448,128,63,32,0,-4,-78,0,0,50,0,320,64,48,64,0,
0,14,-64,-66,0,1,80,0,224,192,32,32,0,-48,-47,0,1,80,0,192,224,32,32,0,-36,-48,0,1,80,0,224,224,32,32,0,9,-69,0,1,80,0,224,192,32,32,0,-1,-82,0,1,80,0,256,224,32,32,0,-22,-89,0,1,80,0,224,224,32,32,0,-57,-90,0,0,100,0,80,64,80,64,0,-20,-47,0,0,100,0,48,224,48,32,0,-20,-47,0,0,70,0,48,192,48,32,0,-57,-90,0,0,70,0,80,128,80,64,0,-55,-71,0,0,60,0,368,0,48,64,0,-34,-58,0,0,100,0,80,0,80,64,0,-26,-21,0,0,100,0,448,128,63,32,0,-4,-78,0,0,50,0,368,64,48,64,0,
0,14,-64,-65,0,1,80,0,256,192,32,32,0,-47,-46,0,1,80,0,256,192,32,32,0,-35,-47,0,1,80,0,256,224,32,32,0,8,-70,0,1,80,0,256,192,32,32,0,0,-83,0,1,80,0,224,224,32,32,0,-21,-89,0,1,80,0,192,224,32,32,0,-57,-90,0,0,100,0,160,64,80,64,0,-20,-47,0,0,100,0,96,224,48,32,0,-20,-47,0,0,70,0,96,192,48,32,0,-57,-90,0,0,70,0,160,128,80,64,0,-55,-71,0,0,60,0,416,0,48,64,0,-34,-58,0,0,100,0,160,0,80,64,0,-26,-21,0,0,100,0,448,128,63,32,0,-4,-78,0,0,50,0,416,64,48,64,0,
0,14,-64,-66,0,1,80,0,224,192,32,32,0,-47,-45,0,1,80,0,224,192,32,32,0,-36,-48,0,1,80,0,224,224,32,32,0,9,-69,0,1,80,0,224,192,32,32,0,1,-84,0,1,80,0,192,224,32,32,0,-22,-89,0,1,80,0,224,224,32,32,0,-57,-90,0,0,100,0,240,64,80,64,0,-20,-47,0,0,100,0,144,224,48,32,0,-20,-47,0,0,70,0,144,192,48,32,0,-57,-90,0,0,70,0,240,128,80,64,0,-55,-71,0,0,60,0,464,0,48,64,0,-34,-58,0,0,100,0,240,0,80,64,0,-26,-21,0,0,100,0,448,128,63,32,0,-4,-78,0,0,50,0,464,64,48,64,0,
0,13,29,-43,0,1,60,0,256,192,32,32,0,-13,-61,0,1,60,0,192,224,32,32,0,2,-48,0,1,60,0,192,192,32,32,0,22,-75,0,1,60,0,256,224,32,31,0,31,-62,0,1,60,0,192,224,32,32,0,-4,-77,0,1,60,0,224,192,32,32,0,-37,-58,0,0,100,0,0,256,80,64,0,-26,-21,0,0,100,0,448,128,63,32,0,-6,-73,0,0,100,0,80,256,48,64,0,-6,-73,0,0,70,0,128,256,48,64,0,-29,-29,0,0,100,0,224,272,32,16,0,-29,-29,0,0,70,0,224,256,32,16,0,9,-73,0,0,50,0,176,256,48,64,0,
0,13,-31,-59,0,0,100,0,288,192,64,64,0,-31,-59,0,0,70,0,320,128,64,64,0,-36,-58,0,0,100,0,0,320,80,64,0,-30,-21,0,0,100,0,448,128,63,32,0,-105,-38,0,1,80,0,224,192,32,32,0,-78,-83,0,1,80,0,224,224,32,32,0,4,-112,0,1,80,0,224,192,32,32,0,34,-69,0,1,80,0,224,224,32,32,0,3,-36,0,1,60,0,224,224,32,32,0,-55,-11,0,1,60,0,224,224,32,32,0,-90,-100,0,0,60,0,0,544,144,112,0,-81,-92,0,0,80,0,0,384,128,96,0,-81,-92,0,0,60,0,720,576,128,96,0,
0,13,-31,-59,0,0,100,0,352,192,64,64,0,-31,-59,0,0,70,0,384,128,64,64,0,-36,-58,0,0,100,0,80,320,80,64,0,-30,-21,0,0,100,0,448,128,63,32,0,-104,-51,0,1,80,0,256,192,32,32,0,-60,-95,0,1,80,0,192,224,32,32,0,19,-111,0,1,80,0,256,192,32,32,0,25,-53,0,1,80,0,256,224,32,32,0,3,-36,0,1,60,0,224,224,32,32,0,-76,-11,0,1,60,0,192,224,32,32,0,-90,-100,0,0,60,0,144,544,144,112,0,-81,-92,0,0,80,0,128,384,128,96,0,-81,-92,0,0,60,0,720,672,128,96,0,
0,13,-31,-59,0,0,100,0,288,192,64,64,0,-31,-59,0,0,70,0,320,128,64,64,0,-36,-58,0,0,100,0,0,320,80,64,0,-30,-21,0,0,100,0,448,128,63,32,0,-99,-58,0,1,80,0,192,224,32,32,0,-51,-100,0,1,80,0,224,224,32,32,0,35,-96,0,1,80,0,192,224,32,32,0,7,-42,0,1,80,0,224,224,32,32,0,-36,-19,0,1,60,0,224,224,32,32,0,-96,-15,0,1,60,0,192,224,32,32,0,-90,-100,0,0,60,0,144,656,144,112,0,-81,-92,0,0,80,0,0,384,128,96,0,-81,-92,0,0,60,0,720,576,128,96,0,
0,13,-31,-59,0,0,100,0,352,192,64,64,0,-31,-59,0,0,70,0,384,128,64,64,0,-36,-58,0,0,100,0,80,320,80,64,0,-30,-21,0,0,100,0,448,128,63,32,0,-86,-72,0,1,80,0,224,224,32,32,0,-29,-108,0,1,80,0,256,224,32,32,0,42,-78,0,1,80,0,192,224,32,32,0,-8,-32,0,1,80,0,224,224,32,32,0,-56,-14,0,1,60,0,224,224,32,32,0,-103,-28,0,1,60,0,192,224,32,32,0,-90,-100,0,0,60,0,288,656,144,112,0,-81,-92,0,0,80,0,128,384,128,96,0,-81,-92,0,0,60,0,720,672,128,96,0,
0,13,33,-67,0,1,60,0,256,224,32,32,0,72,-41,0,1,80,0,224,224,32,32,0,18,-20,0,1,60,0,256,224,32,32,0,-30,-40,0,1,80,0,224,224,32,32,0,-49,-90,0,1,80,0,224,224,32,32,0,23,-96,0,1,80,0,256,192,32,32,0,-40,-90,0,0,60,0,288,544,144,112,0,-34,-82,0,0,80,0,256,384,128,96,0,-34,-82,0,0,60,0,848,576,128,96,0,-15,-58,0,0,100,0,160,320,80,64,0,-4,-21,0,0,100,0,448,128,63,32,0,0,-58,0,0,100,0,416,192,32,64,0,0,-58,0,0,70,0,480,192,32,64,0,
0,14,45,-57,0,1,60,0,224,224,32,32,0,79,-25,0,1,80,0,224,224,32,32,0,2,-27,0,1,60,0,256,224,32,32,0,-42,-63,0,1,60,0,192,224,32,32,0,-28,-95,0,1,80,0,224,224,32,32,0,40,-90,0,1,80,0,192,224,32,32,0,79,-64,0,1,80,0,256,224,32,32,0,-36,-89,0,0,60,0,432,544,144,112,0,-29,-81,0,0,80,0,384,384,128,96,0,-29,-81,0,0,60,0,848,672,128,96,0,-15,-58,0,0,100,0,240,320,80,64,0,-4,-21,0,0,100,0,448,128,63,32,0,3,-58,0,0,100,0,448,192,32,64,0,3,-58,0,0,70,0,512,192,32,64,0,
0,13,-17,-97,0,1,80,0,192,224,32,32,0,54,-75,0,1,60,0,256,224,32,32,0,86,-41,0,1,60,0,256,224,32,32,0,62,-51,0,1,60,0,256,224,32,32,0,59,-1,0,1,80,0,192,224,32,32,0,-31,-51,0,1,80,0,256,224,32,32,0,-31,-88,0,0,60,0,432,656,144,112,0,-25,-80,0,0,80,0,256,384,128,96,0,-25,-80,0,0,60,0,848,576,128,96,0,-15,-58,0,0,100,0,320,320,80,64,0,-4,-21,0,0,100,0,448,128,63,32,0,3,-58,0,0,100,0,416,192,32,64,0,3,-58,0,0,70,0,480,192,32,64,0,
0,13,-43,-73,0,1,60,0,224,224,32,32,0,60,-68,0,1,60,0,224,224,32,32,0,84,-34,0,1,80,0,192,224,32,32,0,6,-96,0,1,80,0,256,192,32,32,0,35,-8,0,1,60,0,224,224,32,32,0,-11,-28,0,1,60,0,256,224,32,32,0,-36,-90,0,0,60,0,576,656,144,112,0,-29,-82,0,0,80,0,384,384,128,96,0,-29,-82,0,0,60,0,848,672,128,96,0,-15,-58,0,0,100,0,400,320,80,64,0,-4,-21,0,0,100,0,448,128,63,32,0,3,-58,0,0,100,0,448,192,32,64,0,3,-58,0,0,70,0,512,192,32,64,0,
0,13,25,-9,0,1,80,0,256,192,32,32,0,17,-93,0,1,80,0,192,224,32,32,0,-24,-39,0,1,60,0,224,224,32,32,0,-39,-86,0,1,80,0,192,224,32,32,0,78,-15,0,1,60,0,224,224,32,32,0,68,-61,0,1,60,0,256,224,32,32,0,-31,-88,0,0,60,0,288,544,144,112,0,-25,-80,0,0,80,0,256,384,128,96,0,-25,-80,0,0,60,0,848,576,128,96,0,-15,-58,0,0,100,0,320,320,80,64,0,-4,-21,0,0,100,0,448,128,63,32,0,3,-58,0,0,100,0,416,192,32,64,0,3,-58,0,0,70,0,480,192,32,64,0,
