0,16,-54,-78,0,1,50,0,680,40,120,96,0,-54,-78,0,0,80,0,680,40,120,96,0,-54,-78,0,0,60,0,680,328,120,96,0,-22,-38,0,0,100,0,133,179,19,16,0,-25,-49,0,0,100,0,5,175,25,26,0,-19,-57,0,0,100,0,5,89,30,28,0,-17,-51,0,0,100,0,5,119,38,38,0,-30,-34,0,0,100,0,464,40,40,32,0,0,-52,0,0,100,0,34,178,23,24,0,-5,-67,0,0,100,0,0,304,64,64,0,-25,-26,0,0,100,0,0,248,30,32,0,-22,-32,0,0,100,0,2,220,33,28,0,-5,-30,0,0,100,0,33,253,32,29,0,-6,-34,0,0,100,0,37,220,34,27,0,-40,-45,0,0,100,0,464,0,72,40,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,16,-54,-78,0,1,50,0,680,136,120,96,0,-54,-78,0,0,80,0,680,136,120,96,0,-54,-78,0,0,60,0,680,40,120,96,0,-23,-39,0,0,100,0,133,179,19,16,0,-25,-50,0,0,100,0,5,175,25,26,0,-19,-58,0,0,100,0,5,89,30,28,0,-17,-52,0,0,100,0,5,119,38,38,0,-30,-35,0,0,100,0,504,40,40,32,0,1,-53,0,0,100,0,34,178,23,24,0,-4,-68,0,0,100,0,0,304,64,64,0,-26,-27,0,0,100,0,0,248,30,32,0,-23,-33,0,0,100,0,2,220,33,28,0,-5,-31,0,0,100,0,33,253,32,29,0,-6,-35,0,0,100,0,37,220,34,27,0,-40,-46,0,0,100,0,536,0,72,40,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,16,-54,-78,0,1,50,0,680,232,120,96,0,-54,-78,0,0,80,0,680,232,120,96,0,-54,-78,0,0,60,0,680,136,120,96,0,-23,-40,0,0,100,0,133,179,19,16,0,-25,-51,0,0,100,0,5,175,25,26,0,-19,-58,0,0,100,0,5,89,30,28,0,-17,-52,0,0,100,0,5,119,38,38,0,-30,-35,0,0,100,0,544,40,40,32,0,1,-53,0,0,100,0,34,178,23,24,0,-4,-68,0,0,100,0,0,304,64,64,0,-27,-27,0,0,100,0,0,248,30,32,0,-23,-33,0,0,100,0,2,220,33,28,0,-6,-32,0,0,100,0,33,253,32,29,0,-6,-36,0,0,100,0,37,220,34,27,0,-40,-46,0,0,100,0,608,0,72,40,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,16,-54,-78,0,1,50,0,680,328,120,96,0,-54,-78,0,0,80,0,680,328,120,96,0,-54,-78,0,0,60,0,680,232,120,96,0,-23,-38,0,0,100,0,133,179,19,16,0,-25,-50,0,0,100,0,5,175,25,26,0,-19,-57,0,0,100,0,5,89,30,28,0,-17,-51,0,0,100,0,5,119,38,38,0,-30,-34,0,0,100,0,584,40,40,32,0,0,-52,0,0,100,0,34,178,23,24,0,-5,-67,0,0,100,0,0,304,64,64,0,-26,-26,0,0,100,0,0,248,30,32,0,-22,-32,0,0,100,0,2,220,33,28,0,-6,-30,0,0,100,0,33,253,32,29,0,-6,-34,0,0,100,0,37,220,34,27,0,-40,-45,0,0,100,0,680,0,72,40,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,12,-25,-49,0,0,100,0,5,175,25,26,0,-19,-57,0,0,100,0,5,89,30,28,0,-17,-51,0,0,100,0,5,119,38,38,0,-30,-34,0,0,100,0,464,40,40,32,0,0,-52,0,0,100,0,34,178,23,24,0,-5,-67,0,0,100,0,0,304,64,64,0,-25,-26,0,0,100,0,0,248,30,32,0,-22,-32,0,0,100,0,2,220,33,28,0,-5,-30,0,0,100,0,33,253,32,29,0,-6,-34,0,0,100,0,37,220,34,27,0,-40,-45,0,0,100,0,464,0,72,40,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,12,-6,-58,0,0,100,0,215,61,57,29,0,-23,-41,0,0,100,0,465,76,59,50,0,-25,-53,0,0,100,0,165,167,25,26,0,-19,-58,0,0,100,0,47,87,30,28,0,-28,-51,1,0,100,0,5,119,38,38,0,-30,-34,0,0,100,0,464,40,40,32,0,-9,-25,0,0,100,0,72,250,27,28,0,-34,-28,1,0,100,0,33,253,32,29,0,-35,-32,1,0,100,0,37,220,34,27,0,-35,-79,0,1,100,0,64,632,72,72,0,-35,-71,0,0,100,0,64,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,12,0,-56,0,0,100,0,289,59,45,34,0,-40,-45,0,0,100,0,526,76,59,50,0,-25,-49,0,0,100,0,5,175,25,26,0,-18,-58,0,0,100,0,47,87,30,28,0,-26,-50,1,0,100,0,5,119,38,38,0,-32,-36,0,0,100,0,464,40,40,32,0,-8,-26,0,0,100,0,72,250,27,28,0,-34,-31,1,0,100,0,33,253,32,29,0,-36,-35,1,0,100,0,37,220,34,27,0,-13,-73,0,1,100,0,0,640,64,64,0,-13,-73,0,0,100,0,0,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,12,0,-50,0,0,100,0,351,62,32,41,0,-41,-46,0,0,100,0,526,76,59,50,0,-25,-49,0,0,100,0,5,175,25,26,0,-17,-58,0,0,100,0,47,87,30,28,0,-26,-50,1,0,100,0,5,119,38,38,0,-32,-36,0,0,100,0,464,40,40,32,0,-8,-26,0,0,100,0,72,250,27,28,0,-34,-31,1,0,100,0,33,253,32,29,0,-36,-35,1,0,100,0,37,220,34,27,0,-12,-71,0,1,100,0,0,640,64,64,0,-12,-71,0,0,100,0,0,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,18,-12,-52,0,0,100,0,5,89,30,28,0,-12,-70,0,0,100,0,395,54,48,34,0,-15,-34,0,0,100,0,133,179,19,16,0,-20,-46,0,0,100,0,5,175,25,26,0,-16,-52,0,0,100,0,54,116,38,38,0,-30,-34,0,0,100,0,464,40,40,32,0,1,-53,0,0,100,0,66,177,23,20,0,-99,-75,0,1,100,0,208,632,168,88,0,-5,-84,0,1,100,0,64,632,72,72,0,-97,-69,0,1,50,0,2,377,172,86,0,-97,-69,0,0,70,0,2,377,172,86,0,-5,-76,0,0,100,0,64,304,64,64,0,-25,-26,0,0,100,0,0,248,30,32,0,-22,-32,0,0,100,0,2,220,33,28,0,-5,-30,0,0,100,0,33,253,32,29,0,-6,-34,0,0,100,0,37,220,34,27,0,-19,-66,0,0,100,0,458,137,72,46,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,19,-10,-52,0,0,100,0,5,89,30,28,0,-24,-68,0,0,100,0,392,94,40,34,0,-14,-33,0,0,100,0,133,179,19,16,0,-19,-46,0,0,100,0,5,175,25,26,0,-15,-52,0,0,100,0,54,116,38,38,0,-29,-34,0,0,100,0,504,40,40,32,0,3,-55,0,0,100,0,66,177,23,20,0,-52,-51,0,1,100,0,408,648,120,72,0,-99,-75,0,1,30,0,208,632,168,88,0,-3,-86,0,1,100,0,64,632,72,72,0,-96,-75,0,0,80,0,192,370,174,89,0,-97,-69,0,0,30,0,2,377,172,86,0,-3,-78,0,0,100,0,64,304,64,64,0,-25,-26,0,0,100,0,0,248,30,32,0,-22,-32,0,0,100,0,2,220,33,28,0,-5,-30,0,0,100,0,33,253,32,29,0,-6,-34,0,0,100,0,37,220,34,27,0,-23,-73,0,0,100,0,383,127,67,52,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,18,-10,-52,0,0,100,0,5,89,30,28,0,-36,-65,0,0,100,0,324,112,48,31,0,-13,-33,0,0,100,0,133,179,19,16,0,-19,-46,0,0,100,0,5,175,25,26,0,-15,-52,0,0,100,0,54,116,38,38,0,-29,-34,0,0,100,0,544,40,40,32,0,3,-55,0,0,100,0,66,177,23,20,0,-90,-48,0,1,100,0,408,648,120,72,0,-3,-86,0,1,100,0,64,632,72,72,0,-105,-84,0,0,70,0,422,352,184,102,0,-96,-75,0,0,40,0,192,370,174,89,0,-3,-78,0,0,100,0,64,304,64,64,0,-25,-26,0,0,100,0,0,248,30,32,0,-22,-32,0,0,100,0,2,220,33,28,0,-5,-30,0,0,100,0,33,253,32,29,0,-6,-34,0,0,100,0,37,220,34,27,0,-27,-76,0,0,100,0,383,127,67,52,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,16,-10,-53,0,0,100,0,5,89,30,28,0,-28,-64,0,0,100,0,263,118,41,42,0,-6,-31,0,0,100,0,133,179,19,16,0,-10,-40,0,0,100,0,165,175,25,26,0,-12,-52,0,0,100,0,102,116,38,38,0,-27,-33,0,0,100,0,464,40,40,32,0,1,-60,0,0,100,0,194,170,23,24,0,-17,-105,2,1,100,90,64,632,72,72,0,-105,-86,0,0,40,0,422,350,184,104,0,-17,-97,2,0,100,90,64,304,64,64,0,-17,-24,0,0,100,0,0,248,30,32,0,-11,-30,0,0,100,0,74,220,22,28,0,-2,-32,0,0,100,0,33,253,32,29,0,-3,-35,0,0,100,0,37,220,34,27,0,-39,-68,0,0,100,0,387,185,61,52,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,15,-10,-53,0,0,100,0,5,89,30,28,0,-27,-61,0,0,100,0,263,118,41,42,0,-6,-31,0,0,100,0,133,179,19,16,0,-10,-40,0,0,100,0,165,175,25,26,0,-12,-52,0,0,100,0,102,116,38,38,0,-26,-32,0,0,100,0,504,40,40,32,0,6,-59,0,0,100,0,224,170,16,24,0,-25,-100,0,1,100,0,136,640,64,64,0,-25,-100,0,0,100,0,128,304,64,64,0,-16,-24,0,0,100,0,0,248,30,32,0,-10,-30,0,0,100,0,74,220,22,28,0,-2,-33,0,0,100,0,33,253,32,29,0,-3,-36,0,0,100,0,37,220,34,27,0,-40,-64,0,0,100,0,387,185,61,52,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,15,-10,-53,0,0,100,0,5,89,30,28,0,-19,-54,0,0,100,0,321,155,29,44,0,-5,-31,0,0,100,0,133,179,19,16,0,-9,-40,0,0,100,0,165,175,25,26,0,-12,-52,0,0,100,0,102,116,38,38,0,-25,-32,0,0,100,0,544,40,40,32,0,5,-59,0,0,100,0,224,170,16,24,0,-26,-100,0,1,100,0,136,640,64,64,0,-26,-100,0,0,100,0,128,304,64,64,0,-15,-24,0,0,100,0,0,248,30,32,0,-9,-30,0,0,100,0,74,220,22,28,0,-3,-33,0,0,100,0,33,253,32,29,0,-3,-36,0,0,100,0,37,220,34,27,0,-42,-52,0,0,100,0,555,153,61,52,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,15,-18,-47,0,0,100,0,465,71,59,43,0,-19,-58,0,0,100,0,47,87,30,28,0,-33,-67,0,0,100,0,324,110,50,34,0,-19,-48,0,0,100,0,165,173,18,19,0,-99,-87,2,1,100,0,208,632,168,88,0,-16,-58,2,1,100,0,64,632,72,72,0,-105,-86,2,1,50,0,2,377,172,86,0,-105,-86,2,0,70,0,2,377,172,86,0,-25,-47,1,0,100,0,5,119,38,38,0,-19,-30,1,0,100,0,464,40,40,32,0,-9,-25,0,0,100,0,72,250,27,28,0,-29,-28,1,0,100,0,33,253,32,29,0,-31,-32,1,0,100,0,37,220,34,27,0,-16,-58,2,0,100,0,64,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,16,-19,-40,0,0,100,0,465,76,59,50,0,-18,-48,0,0,100,0,165,173,18,19,0,-17,-56,0,0,100,0,47,87,30,28,0,-24,-65,1,0,100,0,396,52,42,29,0,-76,-95,2,1,100,0,408,648,120,72,0,-99,-87,2,1,30,0,208,632,168,88,0,-16,-58,2,1,100,0,64,632,72,72,0,-103,-83,2,0,80,0,192,370,174,89,0,-104,-86,2,0,30,0,2,377,172,86,0,-25,-47,1,0,100,0,5,119,38,38,0,-20,-30,1,0,100,0,504,40,40,32,0,-7,-24,0,0,100,0,72,250,27,28,0,-30,-28,1,0,100,0,33,253,32,29,0,-32,-32,1,0,100,0,37,220,34,27,0,-16,-58,2,0,100,0,64,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,15,-41,-44,0,0,100,0,526,76,59,50,0,-18,-48,0,0,100,0,165,173,18,19,0,-16,-56,0,0,100,0,47,87,30,28,0,-10,-63,1,0,100,0,392,94,41,31,0,-112,-95,2,1,100,0,408,648,120,72,0,-16,-58,2,1,100,0,64,632,72,72,0,-112,-87,2,0,70,0,422,360,184,94,0,-103,-83,2,0,40,0,192,370,174,89,0,-25,-47,1,0,100,0,5,119,38,38,0,-20,-30,1,0,100,0,504,40,40,32,0,-7,-24,0,0,100,0,72,250,27,28,0,-30,-28,1,0,100,0,33,253,32,29,0,-32,-32,1,0,100,0,37,220,34,27,0,-16,-58,2,0,100,0,64,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,13,-30,-40,0,0,100,0,617,79,54,25,0,-2,-57,0,0,100,0,287,56,50,40,0,-18,-48,0,0,100,0,165,173,18,19,0,-16,-56,0,0,100,0,47,87,30,28,0,-16,-58,2,1,100,0,64,632,72,72,0,-112,-87,2,0,30,0,422,350,184,104,0,-25,-47,1,0,100,0,5,119,38,38,0,-20,-30,1,0,100,0,504,40,40,32,0,-7,-24,0,0,100,0,72,250,27,28,0,-30,-28,1,0,100,0,33,253,32,29,0,-32,-32,1,0,100,0,37,220,34,27,0,-16,-58,2,0,100,0,64,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,12,-30,-41,0,0,100,0,617,79,54,25,0,-18,-48,0,0,100,0,165,173,18,19,0,3,-49,0,0,100,0,353,62,26,39,0,-16,-56,0,0,100,0,47,87,30,28,0,-25,-47,1,0,100,0,5,119,38,38,0,-20,-30,1,0,100,0,504,40,40,32,0,-7,-24,0,0,100,0,72,250,27,28,0,-30,-28,1,0,100,0,33,253,32,29,0,-32,-32,1,0,100,0,37,220,34,27,0,-16,-58,2,1,100,0,64,632,72,72,0,-16,-58,2,0,100,0,64,304,64,64,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,0,
0,15,-12,-47,0,1,100,-90,640,352,40,40,0,-38,-29,3,1,40,0,640,432,40,40,0,-39,-65,0,1,100,0,640,432,40,40,0,-45,-65,0,1,100,0,664,552,64,64,0,-68,-77,0,0,80,0,192,256,120,96,0,-68,-77,0,0,30,0,552,256,120,96,0,-17,-69,0,0,100,0,472,480,64,72,0,-16,-37,0,0,100,0,114,0,24,24,0,-14,-31,0,0,100,0,81,0,25,36,0,-22,-32,0,0,100,0,42,3,28,26,0,-31,-65,0,0,100,0,147,0,58,49,0,-21,-55,0,0,100,0,5,89,30,28,0,-40,-63,0,0,100,0,208,0,64,32,0,-63,-69,0,0,100,0,216,480,64,72,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,15,-12,-47,0,1,100,-90,640,392,40,40,0,-38,-29,3,1,100,0,640,352,40,40,0,-39,-65,0,1,40,0,640,432,40,40,0,-45,-66,0,1,60,0,664,552,64,64,0,-68,-77,0,0,80,0,312,256,120,96,0,-68,-77,0,0,30,0,192,256,120,96,0,-17,-70,0,0,100,0,536,480,64,72,0,-16,-38,0,0,100,0,114,0,24,24,0,-14,-32,0,0,100,0,81,0,25,36,0,-22,-33,0,0,100,0,42,3,28,26,0,-31,-66,0,0,100,0,147,0,58,49,0,-21,-58,0,0,100,0,98,87,30,27,0,-40,-64,0,0,100,0,272,0,64,32,0,-63,-70,0,0,100,0,280,480,64,72,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,15,-12,-47,0,1,100,-90,640,432,40,40,0,-38,-29,3,1,100,0,640,392,40,40,0,-39,-65,0,1,100,0,640,352,40,40,0,-45,-66,0,1,30,0,664,552,64,64,0,-68,-77,0,0,80,0,432,256,120,96,0,-68,-77,0,0,30,0,312,256,120,96,0,-17,-70,0,0,100,0,600,480,64,72,0,-16,-38,0,0,100,0,114,0,24,24,0,-15,-33,0,0,100,0,81,0,25,36,0,-22,-34,0,0,100,0,42,3,28,26,0,-32,-66,0,0,100,0,147,0,58,49,0,-21,-56,0,0,100,0,5,89,30,28,0,-40,-64,0,0,100,0,336,0,64,32,0,-63,-70,0,0,100,0,344,480,64,72,0,-28,-18,0,0,100,0,624,40,56,32,0,
0,15,-12,-47,0,1,40,-90,640,432,40,40,0,-38,-29,3,1,100,0,640,432,40,40,0,-39,-65,0,1,100,0,640,392,40,40,0,-45,-65,0,1,60,0,664,552,64,64,0,-68,-77,0,0,80,0,552,256,120,96,0,-68,-77,0,0,30,0,432,256,120,96,0,-17,-69,0,0,100,0,664,480,64,72,0,-16,-37,0,0,100,0,114,0,24,24,0,-15,-32,0,0,100,0,81,0,25,36,0,-22,-33,0,0,100,0,42,3,28,26,0,-32,-65,0,0,100,0,147,0,58,49,0,-21,-57,0,0,100,0,98,87,30,27,0,-40,-63,0,0,100,0,400,0,64,32,0,-63,-69,0,0,100,0,408,480,64,72,0,-28,-18,0,0,100,0,624,40,56,32,0,
