0,11,-16,-53,0,0,100,0,0,208,64,56,0,2,-89,0,0,100,0,128,256,32,32,0,-19,-61,0,0,100,0,416,48,64,64,0,-22,-75,0,0,100,0,416,0,48,24,0,-31,-79,0,0,100,0,0,0,48,48,0,-32,-110,0,0,100,0,96,0,80,104,0,-18,-92,0,0,100,0,128,288,33,32,0,-38,-73,0,0,100,0,416,24,48,16,0,-44,-29,0,0,100,0,0,176,64,32,0,-53,-53,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,11,-17,-53,0,0,100,0,0,208,64,56,0,7,-93,0,0,100,0,160,256,32,32,0,-19,-61,0,0,100,0,416,48,64,64,0,-22,-75,0,0,100,0,416,0,48,24,0,-32,-79,0,0,100,0,0,0,48,48,0,-30,-109,0,0,100,0,176,0,80,112,0,-13,-93,0,0,100,0,160,288,32,32,0,-38,-73,0,0,100,0,416,24,48,16,0,-44,-29,0,0,100,0,0,176,64,32,0,-33,-15,0,0,100,0,430,481,79,29,0,-54,-53,0,0,100,0,128,208,48,48,0,
0,11,-18,-51,0,0,100,0,0,208,64,56,0,10,-96,0,0,100,0,192,256,32,32,0,-19,-61,0,0,100,0,0,112,64,64,0,-22,-75,0,0,100,0,416,0,48,24,0,-31,-78,0,0,100,0,0,0,48,48,0,-31,-109,0,0,100,0,256,0,80,112,0,-7,-92,0,0,100,0,192,288,32,32,0,-38,-73,0,0,100,0,416,24,48,16,0,-44,-29,0,0,100,0,0,176,64,32,0,-54,-52,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,11,-17,-51,0,0,100,0,0,208,64,56,0,11,-96,0,0,100,0,224,256,32,32,0,-19,-61,0,0,100,0,0,112,64,64,0,-22,-74,0,0,100,0,416,0,48,24,0,-30,-78,0,0,100,0,0,0,48,48,0,-29,-110,0,0,100,0,176,0,80,112,0,-4,-96,0,0,100,0,224,288,32,32,0,-38,-72,0,0,100,0,416,24,48,16,0,-44,-29,0,0,100,0,0,176,64,32,0,-53,-52,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,11,-16,-54,0,0,100,0,0,208,64,56,0,4,-92,0,0,100,0,128,256,32,32,0,-19,-61,0,0,100,0,64,112,64,64,0,-22,-76,0,0,100,0,416,0,48,24,0,-31,-80,0,0,100,0,0,0,48,48,0,-33,-110,0,0,100,0,96,0,80,104,0,-39,-74,0,0,100,0,416,24,48,16,0,-15,-94,0,0,100,0,128,288,32,32,0,-44,-29,0,0,100,0,64,176,64,32,0,-52,-53,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,11,-17,-55,0,0,100,0,0,208,64,56,0,12,-94,0,0,100,0,160,256,32,32,0,-19,-61,0,0,100,0,128,112,64,64,0,-23,-76,0,0,100,0,416,0,48,24,0,-32,-79,0,0,100,0,0,0,48,48,0,-33,-109,0,0,100,0,96,0,80,104,0,-40,-73,0,0,100,0,416,24,48,16,0,-9,-90,0,0,100,0,160,288,32,32,0,-44,-29,0,0,100,0,128,176,64,32,0,-51,-54,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,11,-17,-54,0,0,100,0,0,208,64,56,0,18,-95,0,0,100,0,192,256,32,32,0,-19,-61,0,0,100,0,192,112,64,64,0,-24,-75,0,0,100,0,416,0,48,24,0,-32,-78,0,0,100,0,0,0,48,48,0,-30,-108,0,0,100,0,176,0,80,112,0,-40,-72,0,0,100,0,416,24,48,16,0,-6,-97,0,0,100,0,192,288,32,32,0,-44,-29,0,0,100,0,192,176,64,32,0,-53,-54,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,13,-17,-52,0,0,100,0,0,208,64,56,0,22,-96,0,0,100,0,224,256,32,32,0,3,-89,0,0,100,0,128,256,32,32,0,-19,-61,0,0,100,0,256,112,64,64,0,-24,-74,0,0,100,0,416,0,48,24,0,-31,-77,0,0,100,0,0,0,48,48,0,-29,-109,0,0,100,0,176,0,80,112,0,-38,-71,0,0,100,0,416,24,48,16,0,-14,-89,0,0,100,0,128,288,32,32,0,1,-94,0,0,100,0,224,288,32,32,0,-44,-29,0,0,100,0,256,176,64,32,0,-54,-54,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,11,-16,-53,0,0,100,0,0,208,64,56,0,15,-91,0,0,100,0,160,256,32,32,0,-19,-61,0,0,100,0,320,112,64,64,0,-22,-74,0,0,100,0,416,0,48,24,0,-29,-77,0,0,100,0,0,0,48,48,0,-29,-110,0,0,100,0,176,0,80,112,0,-37,-71,0,0,100,0,416,24,48,16,0,-5,-91,0,0,100,0,160,288,32,32,0,-44,-29,0,0,100,0,320,176,64,32,0,-54,-53,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
0,11,-15,-53,0,0,100,0,0,208,64,56,0,17,-94,0,0,100,0,192,256,32,32,0,-19,-61,0,0,100,0,384,112,64,64,0,-22,-75,0,0,100,0,416,0,48,24,0,-30,-78,0,0,100,0,0,0,48,48,0,-30,-110,0,0,100,0,176,0,80,112,0,-37,-72,0,0,100,0,416,24,48,16,0,0,-96,0,0,100,0,192,288,32,32,0,-44,-29,0,0,100,0,384,176,64,32,0,-53,-53,0,0,100,0,128,208,48,48,0,-33,-15,0,0,100,0,430,481,79,29,0,
