0,14,-53,-95,0,1,100,0,0,832,112,96,0,-27,-41,0,1,100,0,80,128,64,48,0,10,-44,0,0,100,0,544,0,48,48,0,5,-31,0,0,100,0,592,0,16,16,0,-20,-67,0,0,100,0,0,0,48,64,0,-32,-59,0,0,100,0,544,48,16,16,0,4,-74,0,0,100,0,672,0,40,32,0,-60,-50,0,0,100,0,608,0,64,48,0,-38,-46,0,0,100,0,288,0,32,16,0,-29,-47,0,0,100,0,192,0,48,32,0,0,-47,0,0,100,0,448,0,48,32,0,-27,-36,0,0,100,0,320,0,64,32,0,-63,-82,0,1,100,0,0,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,14,-53,-95,0,1,100,0,112,832,112,96,0,-27,-41,0,1,100,0,144,128,64,48,0,10,-43,0,0,100,0,544,0,48,48,0,5,-30,0,0,100,0,592,16,16,16,0,-20,-66,0,0,100,0,48,0,48,64,0,-32,-58,0,0,100,0,544,48,16,16,0,4,-73,0,0,100,0,672,0,40,32,0,-60,-49,0,0,100,0,608,0,64,48,0,-38,-45,0,0,100,0,288,16,32,16,0,-29,-46,0,0,100,0,192,32,48,32,0,0,-46,0,0,100,0,448,32,48,32,0,-27,-35,0,0,100,0,320,32,64,32,0,-63,-82,0,1,100,0,128,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,14,-53,-95,0,1,100,0,224,832,112,96,0,-27,-41,0,1,100,0,208,128,64,48,0,10,-42,0,0,100,0,544,0,48,48,0,5,-29,0,0,100,0,592,32,16,16,0,-20,-65,0,0,100,0,96,0,48,64,0,-32,-57,0,0,100,0,544,48,16,16,0,4,-72,0,0,100,0,672,0,40,32,0,-60,-48,0,0,100,0,608,0,64,48,0,-38,-44,0,0,100,0,288,32,32,16,0,-29,-45,0,0,100,0,240,0,48,32,0,0,-45,0,0,100,0,496,0,48,32,0,-27,-34,0,0,100,0,384,0,64,32,0,-63,-82,0,1,100,0,256,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,14,-53,-95,0,1,100,0,336,832,112,96,0,-27,-41,0,1,100,0,272,128,64,48,0,10,-43,0,0,100,0,544,0,48,48,0,5,-30,0,0,100,0,592,48,16,16,0,-20,-66,0,0,100,0,144,0,48,64,0,-32,-58,0,0,100,0,544,48,16,16,0,4,-73,0,0,100,0,672,0,40,32,0,-60,-49,0,0,100,0,608,0,64,48,0,-38,-45,0,0,100,0,288,48,32,16,0,-29,-46,0,0,100,0,240,32,48,32,0,0,-46,0,0,100,0,496,32,48,32,0,-27,-35,0,0,100,0,384,32,64,32,0,-63,-82,0,1,100,0,384,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,14,-41,-101,0,1,100,0,0,208,96,112,0,-27,-41,0,1,100,0,80,128,64,48,0,-14,-49,0,0,100,0,224,64,32,32,0,-33,-85,0,0,100,0,0,104,80,104,0,-10,-34,0,0,100,0,192,96,32,16,0,-16,-65,0,0,100,0,0,64,48,40,0,-14,-32,0,0,100,0,192,64,32,32,0,-35,-67,0,0,100,0,816,0,96,72,0,-34,-44,0,0,100,0,288,0,32,16,0,-25,-45,0,0,100,0,192,0,48,32,0,1,-46,0,0,100,0,448,0,48,32,0,-26,-35,0,0,100,0,320,0,64,32,0,-63,-82,0,1,100,0,0,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,13,-81,-122,0,1,100,0,96,176,144,144,0,-27,-41,0,1,100,0,144,128,64,48,0,-22,-68,0,0,100,0,48,64,48,40,0,-28,-45,0,0,100,0,256,64,48,32,0,-16,-33,0,0,100,0,192,64,32,32,0,-63,-67,0,0,100,0,928,72,96,72,0,-40,-47,0,0,100,0,288,16,32,16,0,-31,-48,0,0,100,0,192,32,48,32,0,-39,-68,0,0,100,0,816,0,96,72,0,-1,-47,0,0,100,0,448,32,48,32,0,-28,-36,0,0,100,0,320,32,64,32,0,-63,-82,0,1,100,0,128,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,13,-133,-114,0,1,100,0,240,176,192,144,0,-27,-41,0,1,100,0,208,128,64,48,0,-27,-48,0,0,100,0,256,96,48,32,0,-71,-57,0,0,100,0,304,64,112,32,0,-23,-67,0,0,100,0,96,64,48,40,0,-17,-32,0,0,100,0,192,64,32,32,0,-41,-46,0,0,100,0,288,32,32,16,0,-32,-47,0,0,100,0,240,0,48,32,0,-38,-67,0,0,100,0,816,0,96,72,0,-2,-46,0,0,100,0,496,0,48,32,0,-29,-35,0,0,100,0,384,0,64,32,0,-63,-82,0,1,100,0,256,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,14,-146,-135,0,1,100,0,432,176,208,160,0,-27,-41,0,1,100,0,272,128,64,48,0,-15,-43,0,0,100,0,176,104,16,24,0,-43,-87,1,0,100,0,0,104,80,104,0,-17,-68,0,0,100,0,144,64,48,40,0,-11,-33,0,0,100,0,192,112,32,16,0,-19,-32,0,0,100,0,192,64,32,32,0,-35,-47,0,0,100,0,288,48,32,16,0,-26,-48,0,0,100,0,240,32,48,32,0,-34,-64,0,0,100,0,816,0,96,72,0,-4,-46,0,0,100,0,496,32,48,32,0,-31,-35,0,0,100,0,384,32,64,32,0,-63,-82,0,1,100,0,384,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,13,-138,-156,0,1,100,0,640,144,192,192,0,-27,-41,0,1,100,0,80,128,64,48,0,-15,-68,0,0,100,0,0,64,48,40,0,-20,-46,0,0,100,0,304,96,48,32,0,-56,-74,3,0,100,0,928,72,96,72,0,-17,-33,0,0,100,0,192,64,32,32,0,-33,-47,0,0,100,0,288,0,32,16,0,-24,-48,0,0,100,0,192,0,48,32,0,-32,-65,0,0,100,0,816,0,96,72,0,-2,-47,0,0,100,0,448,0,48,32,0,-29,-36,0,0,100,0,320,0,64,32,0,-63,-82,0,1,100,0,0,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,13,-138,-156,0,1,100,0,832,144,192,192,0,-27,-41,0,1,100,0,144,128,64,48,0,-13,-68,0,0,100,0,48,64,48,40,0,-19,-46,0,0,100,0,352,96,48,32,0,-55,-73,3,0,100,0,928,72,96,72,0,-16,-33,0,0,100,0,192,64,32,32,0,-31,-47,0,0,100,0,288,16,32,16,0,-22,-48,0,0,100,0,192,32,48,32,0,-31,-67,0,0,100,0,816,0,96,72,0,-1,-47,0,0,100,0,448,32,48,32,0,-28,-36,0,0,100,0,320,32,64,32,0,-63,-82,0,1,100,0,128,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,13,-136,-167,0,1,100,0,0,320,208,224,0,-27,-41,0,1,100,0,208,128,64,48,0,-13,-68,0,0,100,0,96,64,48,40,0,-18,-46,0,0,100,0,400,96,48,32,0,-57,-72,3,0,100,0,928,72,96,72,0,-16,-33,0,0,100,0,192,64,32,32,0,-31,-47,0,0,100,0,288,32,32,16,0,-30,-62,0,0,100,0,712,0,104,48,0,-22,-48,0,0,100,0,240,0,48,32,0,-1,-47,0,0,100,0,496,0,48,32,0,-28,-36,0,0,100,0,384,0,64,32,0,-63,-82,0,1,100,0,256,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
0,14,-139,-152,0,1,100,0,208,320,224,224,0,-27,-41,0,1,100,0,272,128,64,48,0,-17,-33,0,0,100,0,224,96,32,16,0,-44,-57,0,0,100,0,912,0,80,72,0,-28,-63,0,0,100,0,144,64,48,40,0,-22,-32,0,0,100,0,224,112,32,16,0,-18,-32,0,0,100,0,192,64,32,32,0,-46,-42,0,0,100,0,288,48,32,16,0,-37,-43,0,0,100,0,240,32,48,32,0,-3,-46,0,0,100,0,496,32,48,32,0,-58,-57,3,0,100,0,928,72,96,72,0,-30,-35,0,0,100,0,384,32,64,32,0,-63,-82,0,1,100,0,384,928,128,96,0,-20,-8,0,0,100,0,760,64,40,16,0,
