0,5,-78,-93,0,0,100,0,0,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-58,-61,0,0,100,0,0,208,104,64,0,-70,-85,0,0,100,0,0,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,5,-78,-93,0,0,100,0,168,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-58,-61,0,0,100,0,104,208,104,64,0,-70,-85,0,0,100,0,120,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,5,-78,-93,0,0,100,0,168,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-58,-61,0,0,100,0,208,208,104,64,0,-70,-85,0,0,100,0,120,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,5,-78,-93,0,0,100,0,336,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-58,-61,0,0,100,0,312,208,104,64,0,-70,-85,0,0,100,0,240,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,5,-78,-93,0,0,100,0,504,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-58,-61,0,0,100,0,416,208,104,64,0,-70,-85,0,0,100,0,360,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,5,-78,-93,0,0,100,0,504,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-58,-61,0,0,100,0,520,208,104,64,0,-70,-85,0,0,100,0,360,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,6,-76,-52,0,0,100,0,672,32,40,40,0,-78,-93,0,0,100,0,0,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-74,-61,0,0,100,0,600,112,120,64,0,-70,-85,0,0,100,0,0,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,7,-47,-87,0,0,100,0,0,272,112,104,0,-84,-60,0,0,100,0,624,176,56,56,0,-78,-93,0,0,100,0,168,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-74,-61,0,0,100,0,600,112,120,64,0,-70,-85,0,0,100,0,120,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,7,-35,-81,0,0,100,0,112,272,88,88,0,-84,-60,0,0,100,0,624,176,56,56,0,-78,-93,0,0,100,0,168,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-74,-61,0,0,100,0,600,112,120,64,0,-70,-85,0,0,100,0,120,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,7,-19,-64,0,0,100,0,200,272,56,56,0,-84,-60,0,0,100,0,624,176,56,56,0,-78,-93,0,0,100,0,168,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-74,-61,0,0,100,0,600,112,120,64,0,-70,-85,0,0,100,0,120,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,6,-81,-112,0,0,100,0,256,272,112,88,0,-78,-93,0,0,100,0,336,0,168,112,0,-68,-85,0,0,100,0,480,112,120,96,0,-34,-99,0,0,100,0,368,272,80,104,0,-70,-85,0,0,100,0,240,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,7,-40,-98,0,0,100,0,448,272,128,112,0,-78,-93,0,0,100,0,504,0,168,112,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-35,-59,0,0,100,0,576,272,104,80,0,-70,-85,0,0,100,0,360,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-68,-76,0,0,100,0,0,376,144,112,0,-78,-93,0,0,100,0,0,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-52,-58,0,0,100,0,144,360,96,80,0,-70,-85,0,0,100,0,0,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-88,-35,0,0,100,0,240,360,120,64,0,-78,-93,0,0,100,0,168,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-75,-59,0,0,100,0,368,384,120,72,0,-70,-85,0,0,100,0,120,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-85,-48,0,0,100,0,608,352,64,64,0,-78,-93,0,0,100,0,336,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-75,-59,0,0,100,0,488,384,120,72,0,-70,-85,0,0,100,0,240,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-98,-45,0,0,100,0,608,416,80,64,0,-78,-93,0,0,100,0,504,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-75,-59,0,0,100,0,488,456,120,72,0,-70,-85,0,0,100,0,360,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-105,-56,0,0,100,0,608,480,88,80,0,-78,-93,0,0,100,0,0,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-75,-59,0,0,100,0,488,384,120,72,0,-70,-85,0,0,100,0,0,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,10,-98,-45,0,1,80,0,608,416,80,64,0,-98,-45,0,0,100,0,608,416,80,64,0,-78,-93,0,0,100,0,168,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-75,-59,0,0,100,0,488,456,120,72,0,-70,-85,0,0,100,0,120,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-77,-118,0,0,100,0,0,488,112,112,0,-78,-93,0,0,100,0,336,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-50,-101,0,0,100,0,112,488,96,104,0,-70,-85,0,0,100,0,240,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-68,-230,0,0,100,0,368,456,88,192,0,-78,-93,0,0,100,0,504,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-50,-101,0,0,100,0,0,600,96,104,0,-70,-85,0,0,100,0,360,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,9,-103,-312,0,0,100,0,208,440,160,272,0,-78,-93,0,0,100,0,0,0,168,112,0,-64,-85,1,0,60,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,60,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-50,-101,0,0,100,0,96,600,96,104,0,-70,-85,0,0,100,0,0,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
0,10,-99,-314,1,0,100,0,208,440,160,272,0,-103,-312,0,1,40,0,208,440,160,272,0,-78,-93,0,0,100,0,0,0,168,112,0,-64,-85,1,0,40,0,480,112,120,96,0,-64,-85,1,0,100,0,480,112,120,96,0,-68,-85,0,0,40,0,480,112,120,96,0,-68,-85,0,0,100,0,480,112,120,96,0,-50,-101,0,0,100,0,96,600,96,104,0,-70,-85,0,0,100,0,0,112,120,96,0,-20,-8,0,0,100,0,672,16,40,16,0,
