0,7,-41,-136,0,0,100,0,584,864,88,64,0,-99,-167,0,0,100,0,16,904,200,176,0,3,-50,0,0,100,0,16,104,80,56,0,-21,-88,0,0,100,0,64,8,48,72,0,-78,-110,0,0,100,0,16,296,168,104,0,-78,-119,0,0,100,0,8,168,152,112,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-46,-138,0,0,100,0,672,864,96,64,0,-97,-163,0,0,100,0,224,904,192,176,0,1,-46,0,0,100,0,104,104,80,56,0,-21,-87,0,0,100,0,64,8,48,72,0,-85,-113,0,0,100,0,200,296,176,112,0,-81,-119,0,0,100,0,160,168,152,104,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-46,-138,0,0,100,0,768,864,96,64,0,-96,-163,0,0,100,0,16,1096,200,176,0,1,-46,0,0,100,0,200,104,80,56,0,-19,-88,0,0,100,0,192,8,48,72,0,-82,-112,0,0,100,0,392,296,176,112,0,-82,-118,0,0,100,0,320,168,160,104,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-45,-138,0,0,100,0,864,864,96,64,0,-95,-170,0,0,100,0,224,1088,200,184,0,2,-46,0,0,100,0,296,104,80,56,0,-19,-89,0,0,100,0,256,8,48,72,0,-79,-106,0,0,100,0,584,304,168,104,0,-82,-123,0,0,100,0,480,160,160,112,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-14,-112,0,0,100,0,1008,880,32,32,0,-99,-167,0,0,100,0,16,904,200,176,0,3,-50,0,0,100,0,16,104,80,56,0,-21,-88,0,0,100,0,64,8,48,72,0,-79,-139,0,0,100,0,8,424,144,112,0,-78,-119,0,0,100,0,8,168,152,112,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-17,-124,0,0,100,0,1064,872,48,48,0,-99,-167,0,0,80,0,16,904,200,176,0,3,-50,0,0,100,0,16,104,80,56,0,-21,-88,0,0,100,0,64,8,48,72,0,-57,-113,0,0,100,0,168,416,112,64,0,-78,-119,0,0,100,0,8,168,152,112,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-32,-134,0,0,100,0,1112,864,72,64,0,-99,-167,0,0,60,0,16,904,200,176,0,3,-50,0,0,100,0,16,104,80,56,0,-14,-87,0,0,100,0,328,8,32,72,0,-54,-118,0,0,100,0,296,416,112,64,0,-78,-119,0,0,100,0,8,168,152,112,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-35,-142,0,0,100,0,1192,872,88,88,0,-99,-167,0,0,40,0,16,904,200,176,0,1,-46,0,0,100,0,104,104,80,56,0,-14,-87,0,0,100,0,328,8,32,72,0,-73,-100,0,0,100,0,416,416,128,56,0,-81,-119,0,0,100,0,160,168,152,104,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,7,-35,-142,0,0,50,0,1192,872,88,88,0,-97,-163,0,0,20,0,224,904,192,176,0,-99,-88,0,0,100,0,552,416,152,64,0,1,-46,0,0,100,0,104,104,80,56,0,-20,-88,0,0,100,0,384,8,48,72,0,-81,-119,0,0,100,0,160,168,152,104,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,5,-98,-70,0,0,100,0,160,488,128,48,0,1,-46,0,0,100,0,104,104,80,56,0,-20,-88,0,0,100,0,384,8,48,72,0,-81,-119,0,0,100,0,160,168,152,104,0,-58,-15,0,0,100,0,570,0,114,28,0,
0,6,-128,-160,0,1,100,0,576,952,232,176,0,-98,-69,0,0,100,0,296,488,80,48,0,1,-46,0,0,100,0,200,104,80,56,0,-28,-76,0,0,100,0,448,16,48,64,0,-82,-118,0,0,100,0,320,168,160,104,0,-58,-15,0,0,100,0,570,0,114,28,0,
