0,2,-57,-75,0,0,100,0,8,0,112,80,0,-20,-8,0,0,100,0,472,0,40,16,0,
0,2,-58,-75,0,0,100,0,120,0,112,80,0,-20,-8,0,0,100,0,472,0,40,16,0,
0,2,-57,-75,0,0,100,0,232,0,112,80,0,-20,-8,0,0,100,0,472,0,40,16,0,
0,2,-61,-74,0,0,100,0,152,424,120,80,0,-20,-8,0,0,100,0,472,0,40,16,0,
0,2,-45,-65,0,0,100,0,8,80,96,72,0,-20,-8,0,0,100,0,472,0,40,16,0,
0,2,-104,-68,0,0,100,0,104,80,152,72,0,-20,-8,0,0,100,0,472,0,40,16,0,
0,2,-96,-68,0,0,100,0,256,80,144,72,0,-20,-8,0,0,100,0,472,0,40,16,0,
0,2,-50,-66,0,0,100,0,400,80,112,72,0,-8,-8,0,0,100,0,472,0,40,16,0,
0,4,-22,-72,0,0,100,0,432,152,72,72,0,6,-56,0,0,100,0,8,152,40,56,0,25,-73,0,0,70,0,88,152,48,56,0,3,-9,0,0,100,0,472,0,40,16,0,
0,4,-20,-71,0,0,100,0,432,152,72,72,0,8,-56,0,0,100,0,48,152,40,56,0,27,-72,0,0,70,0,88,152,48,56,0,4,-9,0,0,100,0,472,0,40,16,0,
0,4,-20,-71,0,0,100,0,432,152,72,72,0,8,-56,0,0,100,0,48,152,40,56,0,27,-72,0,0,70,0,136,152,48,56,0,4,-9,0,0,100,0,472,0,40,16,0,
0,4,-24,-74,0,0,100,0,288,432,80,80,0,8,-56,0,0,100,0,48,152,40,56,0,27,-72,0,0,60,0,184,152,48,56,0,4,-9,0,0,100,0,472,0,40,16,0,
0,4,-24,-74,0,0,100,0,288,432,80,80,0,8,-56,0,0,100,0,48,152,40,56,0,-42,-38,0,0,60,0,232,152,80,24,0,4,-9,0,0,100,0,472,0,40,16,0,
0,3,-10,-70,0,0,100,0,0,208,80,72,0,-42,-38,0,0,70,0,232,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,4,23,-70,0,0,100,0,80,208,56,80,0,2,-56,0,0,100,0,296,216,40,56,0,-42,-38,0,0,100,0,312,152,80,32,0,3,-9,0,0,100,0,472,0,40,16,0,
0,6,-70,-61,0,0,100,0,8,288,64,64,0,23,-69,0,0,100,0,136,208,56,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,6,-70,-61,0,0,100,0,8,288,64,64,0,23,-69,0,0,100,0,136,208,56,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,152,80,32,0,3,-9,0,0,100,0,472,0,40,16,0,
0,6,-69,-57,0,0,100,0,72,288,56,56,0,23,-69,0,0,100,0,136,208,56,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,6,-75,-63,0,0,100,0,128,288,64,64,0,23,-69,0,0,100,0,192,208,48,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,6,-68,-58,0,0,100,0,192,288,56,56,0,23,-69,0,0,100,0,192,208,48,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,7,-94,-79,0,1,70,0,328,336,64,96,0,-91,-59,0,0,100,0,8,360,64,72,0,40,-69,0,0,100,0,136,208,56,80,0,22,-29,0,0,100,0,384,240,24,16,0,27,-56,0,0,100,0,344,216,32,56,0,-14,-52,0,0,100,0,440,224,72,40,0,20,-9,0,0,100,0,472,0,40,16,0,
0,7,-117,-79,0,1,50,0,416,336,88,104,0,-100,-68,0,0,100,0,72,352,80,80,0,45,-69,0,0,100,0,136,208,56,80,0,27,-29,0,0,100,0,384,240,24,16,0,32,-56,0,0,100,0,344,216,32,56,0,-9,-52,0,0,100,0,440,224,72,40,0,25,-9,0,0,100,0,472,0,40,16,0,
0,7,-134,-52,0,1,30,0,400,448,104,48,0,-109,-66,0,0,100,0,0,432,88,80,0,46,-69,0,0,100,0,136,208,56,80,0,28,-29,0,0,100,0,384,240,24,16,0,33,-56,0,0,100,0,344,216,32,56,0,-8,-52,0,0,100,0,440,224,72,40,0,26,-9,0,0,100,0,472,0,40,16,0,
0,6,-91,-67,0,0,100,0,224,352,48,80,0,46,-69,0,0,100,0,192,208,48,80,0,26,-28,0,0,100,0,384,216,24,16,0,33,-56,0,0,100,0,344,216,32,56,0,-13,-42,0,0,100,0,440,264,72,32,0,26,-9,0,0,100,0,472,0,40,16,0,
0,5,46,-69,0,0,100,0,192,208,48,80,0,26,-27,0,0,100,0,384,216,24,16,0,33,-56,0,0,100,0,344,216,32,56,0,-19,-37,0,0,100,0,312,184,80,24,0,26,-9,0,0,100,0,472,0,40,16,0,
0,5,46,-69,0,0,100,0,240,208,56,80,0,26,-27,0,0,100,0,384,216,24,16,0,33,-56,0,0,100,0,344,216,32,56,0,-19,-37,0,0,100,0,312,184,80,24,0,26,-9,0,0,100,0,472,0,40,16,0,
0,6,-62,-54,0,0,100,0,248,288,48,48,0,23,-69,0,0,100,0,240,208,56,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,6,-61,-56,0,0,100,0,296,272,48,56,0,23,-69,0,0,100,0,240,208,56,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,6,-65,-57,0,0,100,0,344,272,56,56,0,23,-69,0,0,100,0,80,208,56,80,0,3,-28,0,0,100,0,384,216,24,16,0,10,-56,0,0,100,0,344,216,32,56,0,-42,-38,0,0,100,0,312,184,80,24,0,3,-9,0,0,100,0,472,0,40,16,0,
0,2,-56,-75,0,0,100,0,344,0,112,80,0,-20,-8,0,0,100,0,472,0,40,16,0,
