0,2,-64,-73,0,0,100,0,0,0,128,88,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-64,-73,0,0,100,0,128,0,128,88,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-64,-73,0,0,100,0,256,0,128,88,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-64,-73,0,0,100,0,384,0,125,88,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-81,-73,0,0,100,0,0,88,136,88,0,-32,-7,0,0,100,0,512,16,40,16,0,
0,2,-70,-74,0,0,100,0,136,88,128,80,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-69,-73,0,0,100,0,264,88,128,80,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-68,-73,0,0,100,0,392,88,128,80,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-68,-73,0,0,100,0,520,88,128,80,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-70,-74,0,0,100,0,648,88,128,80,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,3,-88,-92,0,0,100,0,368,168,112,80,0,-185,-87,0,0,100,0,0,760,192,120,0,-176,-65,0,0,100,0,0,176,208,79,0,
0,4,-124,-70,0,0,100,0,480,170,96,86,0,-221,-61,0,0,100,0,192,744,168,72,0,-163,-21,0,0,100,0,512,32,56,24,0,-217,-65,0,0,100,0,0,176,208,79,0,
0,4,-122,-52,0,0,100,0,576,168,88,72,0,-197,-77,0,0,100,0,360,752,168,104,0,-225,-66,0,0,100,0,208,176,160,80,0,-147,-9,0,0,100,0,512,16,40,16,0,
0,3,-130,-52,0,0,100,0,664,168,104,80,0,-226,-74,0,0,100,0,0,256,144,96,0,-149,-7,0,0,100,0,512,16,40,16,0,
0,2,-209,-74,0,0,100,0,144,256,112,104,0,-160,-7,0,0,100,0,512,16,40,16,0,
0,2,-217,-82,0,0,100,0,256,256,112,112,0,-161,-7,0,0,100,0,512,16,40,16,0,
0,2,-201,-98,0,0,100,0,368,256,112,128,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,2,-201,-106,0,0,100,0,480,256,136,160,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,2,-185,-106,0,0,100,0,616,256,136,160,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,2,-185,-90,0,0,100,0,0,352,144,144,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,2,-201,-106,0,0,100,0,144,368,152,167,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,3,-115,-106,0,0,100,0,576,696,128,136,0,-193,-110,0,0,100,0,296,384,144,152,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,3,-124,-66,0,0,100,0,776,0,112,88,0,-217,-106,0,0,100,0,440,416,128,144,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,3,-165,-123,0,0,100,0,776,88,224,176,0,-225,-106,0,0,100,0,568,416,128,152,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,3,-195,-123,0,0,100,0,752,264,248,176,0,-225,-98,0,0,100,0,0,496,128,144,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,3,-179,-125,0,0,100,0,784,440,216,168,0,-217,-74,0,0,100,0,128,536,120,104,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,3,-147,-108,0,0,100,0,784,608,168,152,0,-225,-74,0,0,100,0,248,536,128,104,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,2,-225,-74,0,0,100,0,376,560,128,104,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,2,-217,-74,0,0,100,0,504,568,112,104,0,-162,-7,0,0,100,0,512,16,40,16,0,
0,2,-215,-89,0,0,100,0,616,568,168,128,0,-107,-7,0,0,100,0,512,0,32,16,0,
0,2,-151,-93,0,0,100,0,0,640,168,120,0,-44,-7,0,0,100,0,512,0,32,16,0,
0,2,-96,-74,0,0,100,0,168,640,152,88,0,-26,-7,0,0,100,0,512,16,40,16,0,
0,2,-61,-66,0,0,100,0,320,664,128,79,0,-21,-7,0,0,100,0,512,16,40,16,0,
0,2,-69,-66,0,0,100,0,448,672,128,80,0,-21,-7,0,0,100,0,512,16,40,16,0,
