0,1,-69,-88,0,0,100,0,8,8,144,112,0,
0,1,-69,-88,0,0,100,0,152,8,144,112,0,
0,1,-69,-88,0,0,100,0,296,8,144,112,0,
0,1,-69,-88,0,0,100,0,440,8,144,112,0,
0,1,-73,-88,0,0,100,0,4,120,144,112,0,
0,1,-69,-88,0,0,100,0,152,120,144,112,0,
0,1,-69,-88,0,0,100,0,296,120,144,112,0,
0,1,-69,-88,0,0,100,0,440,120,144,112,0,
0,1,-69,-88,0,0,100,0,8,232,144,112,0,
0,1,-69,-80,0,0,100,0,152,240,144,104,0,
0,1,-69,-79,0,0,100,0,296,240,144,104,0,
0,1,-69,-80,0,0,100,0,440,240,144,104,0,
0,1,-85,-120,0,0,100,0,0,344,168,144,0,
0,1,-77,-120,0,0,100,0,168,344,160,144,0,
0,1,-85,-120,0,0,100,0,328,344,184,144,0,
0,1,-92,-145,0,0,100,0,584,0,216,168,0,
0,1,-93,-144,0,0,100,0,584,168,216,168,0,
0,1,-93,-136,0,0,100,0,584,344,216,160,0,
0,1,-93,-144,0,0,100,0,0,488,208,168,0,
0,1,-93,-135,0,0,100,0,0,656,208,160,0,
0,1,-94,-161,0,0,100,0,224,496,216,184,0,
0,1,-103,-177,0,0,100,0,216,680,232,208,0,
0,1,-112,-190,0,0,100,0,456,504,232,216,0,
0,1,-107,-193,0,0,100,0,456,720,232,224,0,
0,1,-93,-144,0,0,100,0,0,816,216,168,0,
0,5,-93,-118,0,0,100,0,376,392,136,120,0,50,-102,0,0,100,0,8,424,32,72,0,-62,-105,0,0,100,0,392,208,112,64,0,-35,7,0,0,100,0,360,88,80,16,0,-51,-41,0,0,100,0,128,264,120,48,0,
