320,710,0,0,30,return_button,
420,0,0,0,0,mute_button,
530,0,0,0,0,help_button,
0,90,640,770,0,clip_area,
0,90,640,770,0,scroll_area,
625,90,10,770,0,scroll_bar,
0,680,0,0,0,window_bottom,
320,170,680,530,0,window_background,
320,158,642,81,0,tab_base,
40,90,0,0,0,item_tab,
600,90,0,0,0,item_tab2,
260,85,0,0,0,unread_outpost_badge,
530,85,0,0,0,unread_boss_badge,
0,205-85,0,0,0,read_dot,
50,220-85,0,0,0,icon,
100,213-85,0,0,23,name_label,
0,213-85,0,0,20,time_label,
100,223-85,500,0,20,msg_label,
320,925+35,640,100,0,text_frame_bg,
10,915+35,500,80,0,text_frame,
70,100,500,80,0,text_frame_ascended,
30,790+35,460,100,30,text_label,
90,125,460,100,30,text_label_ascended,
520,830+35,0,0,0,post_button,
