0,151,640,662,0,challengeWindowC,
14,332,656,478,0,scroll_area,
0,806,640,40,0,footer_ticker,
613,348,10,457,0,scroll_bar,
20,334,588,118,0,item_plate,
59,377,395,37,28,item_name,
47,340,66,37,24,item_new,
442,340,122,29,16,item_time,
595,558,35,37,28,arrow_right,
0,558,35,37,28,arrow_left,
30,257,140,62,0,item_tab,
180,257,140,62,0,item_tab2,
469,378,101,31,0,item_result,
34,328,560,6,0,separate_bar,
419,177,212,62,0,point_area,
312,180,75,26,20,sort_cap,
312,206,75,26,20,sort_type,
335,280,234,38,24,accept_count,
