0,231,705,648,0,clip_area,
0,231,670,643,0,scroll_area,
0,148,640,741,0,arena_window,
0,808,640,38,0,footer_ticker,
6,7,77,79,0,back_btn,
28,230,586,150,0,list_frame,
67,256,102,102,18,boss_thum,
182,270,210,24,24,quest_name,
176,304,264,36,24,difficulty_cap,
292,304,32,32,24,difficulty_mark,
322,304,264,36,24,difficulty_num,
0,80,77,79,0,arena_header,
613,231,10,643,18,scroll_bar,
437,18,188,64,0,ranking_btn,
0,866,77,79,0,arena_footer,
160,174,320,48,0,ranking_cap,
40,231,560,10,18,separate_bar1,
160,188,320,36,0,class_label,
495,176,137,48,0,class_change_btn,
