0,0,640,960,0,baseImg,
0,150,747,778,0,scroll_area,
9,84,673,844,0,clip_area,
490,84,140,62,0,btn_help,
350,84,140,62,0,btn_home,
210,84,140,62,0,btn_sort,
0,150,640,150,0,list_frame,
628,150,10,778,18,scroll_bar,
124,175,141,37,28,user_level,
24,175,100,100,0,unit_thum,
124,238,366,37,28,last_login,
432,193,188,64,0,btn_leave,
237,193,188,64,0,btn_appoint,
323,175,186,37,28,user_name,
528,175,122,37,28,user_rank,
323,207,211,37,28,multi_point,
43,193,188,64,0,btn_talk,
124,207,130,37,28,user_title,
