0,0,640,960,0,baseImg,
21,235,747,540,0,scroll_area,
30,235,673,540,0,clip_area,
16,235,610,540,0,info_subquest_window,
218,813,204,84,0,btn_make,
0,222,640,32,0,challengeWindowT,
92,875,457,26,18,infoMsg,
33,187,192,48,0,btn_member,
224,187,192,48,0,btn_select,
414,187,192,48,0,btn_editing,
360,82,130,58,0,btn_make,
496,82,130,58,0,btn_make,
0,82,130,58,0,btn_make,
44,235,552,158,0,info_quest_bar,
432,256,36,36,0,timer_img,
474,258,96,33,24,info_time_value,
67,263,102,102,0,info_map,
175,258,241,33,24,info_quest_title,
175,291,241,33,24,info_subject_place,
175,324,241,33,24,info_subject_purpose,
255,291,241,33,24,info_place,
255,324,241,33,24,info_purpose,
67,237,241,33,24,info_clear,
596,250,10,501,18,scroll_bar,
40,823,129,64,0,btn_subselect_before_btn,
0,738,640,112,0,challengeWindowD,
