0,241,640,655,0,challengeWindowC,
14,344,640,538,0,scroll_area,
0,922,640,38,0,footer_ticker,
192,270,256,48,0,ranking_cap,
165,368,399,37,28,info_ranknum,
0,170,640,96,0,challengeWindowT,
43,334,553,10,0,separate_bar1,
0,868,644,48,0,challengeWindowD,
83,403,102,102,0,info_unitthum,
194,407,210,33,24,info_name,
613,355,10,512,0,scroll_bar,
375,441,196,33,24,info_paramnum1,
375,473,196,33,24,info_paramnum2,
101,358,64,48,0,info_crown,
189,435,148,36,0,info_paramlabel1,
189,469,152,36,0,info_paramlabel2,
477,102,142,59,0,ranking_btn,
477,161,142,59,0,ranking_type_btn,
500,268,100,24,20,sort_cap,
500,296,100,24,18,sort_type,
