0,0,640,960,0,baseImg,
0,328,400,600,0,navi_char,
15,69,625,859,0,scroll_area,
625,173,11,634,0,scroll_bar,
0,318,640,324,0,info_frame1,
45,429,102,102,0,info_unitthum,
238,268,243,33,24,info_name,
249,388,157,33,24,info_rank,
238,300,279,33,24,info_style,
417,225,179,33,24,info_roomstatus,
44,195,435,33,24,info_quest,
44,225,459,33,24,info_details,
417,195,179,33,24,info_clearFlg,
53,382,178,32,0,info_raidclass,
171,429,310,33,24,value_quest_name,
171,474,120,33,24,info_title_place,
280,474,294,33,24,value_place_name,
456,378,36,36,0,timer_img,
498,380,96,33,24,time,
171,530,120,33,24,info_title_target,
280,530,294,33,24,value_target_name,
