0,483,707,332,0,clip_area,
0,483,671,255,0,scroll_area,
23,483,98,98,18,unit_thum,
0,467,640,10,0,div_line,
30,334,588,130,0,magic_circle,
450,181,146,72,0,sell_btn,
197,292,72,72,0,sell_unit2,
125,330,72,72,0,sell_unit1,
420,300,72,72,0,sell_unit9,
270,292,72,72,0,sell_unit5,
228,330,72,72,0,sell_unit4,
291,364,72,72,0,sell_unit6,
450,332,72,72,0,sell_unit10,
182,364,72,72,0,sell_unit3,
448,257,106,33,24,sell_zel,
349,315,72,72,0,sell_unit7,
391,351,72,72,0,sell_unit8,
0,796,640,50,0,footer_ticker,
436,749,200,40,24,unit_num,
628,483,10,255,18,scroll_bar,
