0,16,640,960,0,baseImg,
490,84,140,62,0,btn_help,
350,84,140,62,0,btn_home,
113,849,188,64,0,btn_decide,
23,183,594,106,0,squad_name_frame,
50,218,217,37,28,squad_name_title,
262,216,316,41,0,squad_name_input_area,
262,216,316,41,32,squad_name_input,
23,395,594,106,0,squad_conditions_frame,
50,430,278,37,28,squad_conditions_title,
262,428,316,41,0,squad_conditions_input_area,
262,428,316,41,32,squad_conditions_input,
23,289,594,106,0,squad_policy_frame,
50,324,224,37,28,squad_policy_title,
262,322,316,41,0,squad_policy_input_area,
262,322,316,41,32,squad_policy_input,
23,501,594,190,0,squad_introduction_frame,
50,578,298,37,28,squad_introduction_title,
262,534,316,124,0,squad_introduction_input_area,
267,546,305,100,32,squad_introduction_input,
339,849,188,64,0,btn_authority,
23,673,594,190,0,squad_emblem_frame,
50,750,254,37,28,squad_emblem_title,
