0,243,655,2360,0,option_area,
0,0,640,960,0,detail_frame,
0,808,640,38,0,footer_ticker,
15,253,600,363,0,sound_option_frame_area,
79,380,184,41,32,bgm_volume_cap,
79,486,146,41,32,se_volume_cap,
49,396,543,78,0,bgm_touch_area,
49,502,543,78,0,se_touch_area,
79,422,483,37,0,bgm_slider,
79,527,483,37,0,se_slider,
41,276,184,50,40,sound_option_title,
41,324,574,33,24,sound_option_text,
17,2272,600,335,0,transfer_option_frame_area,
43,2297,399,50,40,transfer_option_title,
43,2348,561,71,24,transfer_option_text,
81,2481,200,80,0,issue_btn,
366,2481,200,80,0,transfer_btn,
628,255,10,551,18,scroll_bar,
0,149,734,100,0,header_mask_area,
0,140,705,680,0,clip_area,
0,262,670,551,0,scroll_area,
43,2424,561,31,24,transfer_info_text,
473,2415,121,48,0,transfer_info_btn,
15,1537,600,720,0,rec_option_frame_area,
79,1714,200,80,0,rec_on_btn,
362,1714,200,80,0,rec_off_btn,
41,1566,399,50,40,rec_option_title,
41,1638,561,71,24,rec_option_text,
79,1945,480,41,32,rec_preview_cap,
397,1561,140,62,0,rec_help_btn,
397,1561,140,62,0,rec_help_btn,
31,1915,572,10,0,rec_line1,
219,1823,188,64,0,rec_separate_setting_btn,
15,631,600,883,0,game_option_frame_area,
41,654,222,50,40,game_option_title,
41,702,561,98,24,game_option_text,
79,801,480,41,32,skill_disp_cap,
79,841,200,80,0,skill_disp_on_btn,
362,841,200,80,0,skill_disp_off_btn,
79,936,480,41,32,battle_effect_cap,
79,976,200,80,0,battle_effect_on_btn,
362,976,200,80,0,battle_effect_off_btn,
79,1071,480,41,32,bg_effect_cap,
79,1111,200,80,0,bg_effect_on_btn,
362,1111,200,80,0,bg_effect_off_btn,
73,1383,200,80,0,auto_bb_on_btn,
356,1383,200,80,0,auto_bb_off_btn,
73,1341,480,41,32,auto_bb_cap,
73,1248,200,80,0,auto_on_btn,
356,1248,200,80,0,auto_off_btn,
73,1206,480,41,32,auto_cap,
84,1990,188,64,0,rec_preview_btn,
367,1990,188,64,0,rec_delete_btn,
79,2099,480,41,32,rec_mic_cap,
84,2145,188,64,0,rec_mic_on_btn,
367,2145,188,64,0,rec_mic_off_btn,
