0,0,640,960,0,baseImg,
0,577,724,302,0,scroll_area,
0,576,640,303,0,window_mask,
0,328,400,600,0,navi_char,
0,812,642,120,0,window_frame_down,
0,529,642,120,0,window_frame,
275,593,339,80,0,select_btnPL,
28,616,200,40,0,item_typePL,
254,800,132,41,32,page_label,
298,617,292,33,24,select_btn_labelPL,
178,142,456,216,0,navi_window,
202,162,412,154,0,navi_comment,
27,774,204,84,0,before_btn,
408,774,204,84,0,next_btn,
275,678,339,80,0,select_btnRA,
28,701,200,40,0,item_typeRA,
298,702,292,33,24,select_btn_labelRA,
