590,220,0,0,20,member_count_label,
0,200,705,480,0,clip_area,
0,200,670,480,0,scroll_area,
615,200,10,470,30,scroll_bar,
320,210,580,120,0,m_frame,
40,220,100,100,0,m_icon,
25,280,100,30,0,unit_lv,
150,240,0,0,30,m_handle_name,
580,240,0,0,30,m_lv,
150,260,440,1,0,m_line,
160,280,0,0,0,m_item_icon1,
180,280,170,0,25,m_item_name1,
360,280,0,0,0,m_item_icon2,
0,0,640,960,0,baseImg,
0,200,640,480,0,challengeWindowC,
320,680,504,104,0,btn_1,
90,220,160,48,0,room_master,
0,120,0,0,0,windowHeader,
320,430,642,15,30,noMember,
0,670,0,0,0,windowFooter,
385,280,185,0,25,m_item_name2,
168,212,406,10,18,info_line,
155,333+100+20,0,0,0,m_feskill,
249,225,32,32,0,info_aube,
380,330,0,0,25,skill_2_name,
