482,229,158,48,0,party_name_frame,
1060,16,328,48,40,dungeon_name,
0,271,77,79,0,mission_unit_frame,
18,359,102,102,18,unit_thum1,
526,359,102,102,18,unit_thum6,
224,359,102,102,18,unit_thum3,
124,359,102,102,18,unit_thum2,
322,359,102,102,18,unit_thum4,
420,359,102,102,18,unit_thum5,
444,477,77,79,0,friend_skill_cap_img,
43,479,401,32,24,friend_skill_name,
26,286,77,79,0,leader_skill_cap_img,
206,286,401,32,24,leader_skill_name,
0,923,640,46,0,footer_ticker,
26,314,595,28,20,leader_skill_desc,
26,505,593,28,20,friend_skill_desc,
0,222,210,55,0,party_frame_btn,
191,814,258,108,0,start_battle_btn,
0,848,182,36,28,action_point,
517,343,113,36,28,friend_str,
0,540,81,48,40,arrow_left,
559,541,81,48,40,arrow_right,
236,559,169,40,0,page_mark,
0,273,640,320,0,scroll_area,
18,479,612,55,0,friend_skill_mask,
430,176,77,79,0,home_btn,
356,239,269,32,24,party_name,
444,848,196,36,28,campaign_msg,
236,583,169,40,0,page_mark,
15,611,608,10,0,separate_bar1,
0,576,640,238,0,giving_frame,
37,669,568,10,0,giving_line,
419,603,188,64,0,giving_btn,
38,615,379,40,32,giving_name,
16,591,608,10,0,separate_bar1,
34,679,574,104,0,giving_data,
