0,15,415,84,0,subheader,
29,756,582,150,0,navi_window,
41,748,168,200,0,navi_thum,
426,107+120,196,47,0,cost_area,
193,725,258,108,0,friend_btn,
217,771+13,377,120,24,navi_msg,
522,111,92,36,32,navi_msg,
415,14+120,105,83,0,change_btn1,
528,14+120,105,83,0,change_btn2,
0,250,644,154,0,party_frame1,
0,410,644,154,0,party_frame2,
0,570,644,154,0,party_frame3,
8,298,112,90,0,edit_btn1,
126,292,102,102,0,unit_thum1_1,
228,292,102,102,0,unit_thum1_2,
330,292,102,102,0,unit_thum1_3,
432,292,102,102,0,unit_thum1_4,
534,292,102,102,0,unit_thum1_5,
8,457,112,90,0,edit_btn2,
126,451,102,102,0,unit_thum2_1,
228,451,102,102,0,unit_thum2_2,
330,451,102,102,0,unit_thum2_3,
432,451,102,102,0,unit_thum2_4,
534,451,102,102,0,unit_thum2_5,
8,619,112,90,0,edit_btn3,
126,613,102,102,0,unit_thum3_1,
228,613,102,102,0,unit_thum3_2,
330,613,102,102,0,unit_thum3_3,
432,613,102,102,0,unit_thum3_4,
534,613,102,102,0,unit_thum3_5,
9,255,112,32,0,party_name1,
9,415,112,32,0,party_name2,
9,580,112,32,0,party_name3,
