0,248,640,712,0,window,
0,296,292,144,0,frame_a_e,
97,317,102,102,18,unit_leader_e,
24,248,240,80,0,win_e,
72,264,152,48,0,lose_e,
26,486,245,30,24,arena_rank_e,
104,460,100,30,24,plv_e,
39,432,230,30,28,handle_name_e,
348,296,292,144,0,frame_a,
445,317,102,102,18,unit_leader,
376,248,240,80,0,win,
424,264,152,48,0,lose,
372,486,245,30,24,arena_rank,
450,460,100,30,24,plv,
385,432,230,30,28,handle_name,
16,512,136,436,0,frame_b_e,
33,526,102,102,18,unit_1_e,
33,628,102,102,18,unit_2_e,
33,730,102,102,18,unit_3_e,
33,832,102,102,18,unit_4_e,
488,512,136,436,0,frame_b,
505,526,102,102,18,unit_1,
505,628,102,102,18,unit_2,
505,730,102,102,18,unit_3,
505,832,102,102,18,unit_4,
140,656,360,32,0,line_hp,
216,624,208,32,0,hp,
154,608,64,48,0,crown_hp_e,
422,608,64,48,0,crown_hp,
150,650,155,30,24,hp_num_e,
333,650,155,30,24,hp_num,
140,776,360,32,0,line_damage,
245,744,150,32,0,damage,
154,728,64,48,0,crown_damage_e,
422,728,64,48,0,crown_damage,
150,770,155,30,24,damage_num_e,
333,770,155,30,24,damage_num,
