0,99,771,779,0,scroll_area1,
0,99,675,861,0,scroll_area2,
0,868,644,94,0,InfoFrame,
0,234,640,150,0,frame,
0,208,640,10,0,separate_bar,
429,914,200,37,0,frameData2,
218,874,204,84,0,mixbtn,
423,118,105,83,0,filterBtn,
630,208,10,736,0,scroll_bar2,
630,208,10,658,0,scroll_bar1,
30,289,580,539,0,syswindow,
82,712,204,84,0,btnYes,
356,712,204,84,0,btnNo,
68,400,510,120,24,textMsg,
218,713,204,84,0,btnOK,
522,167,114,28,20,spPoint,
535,127,87,41,0,spTitle,
52,384,536,10,0,textBar,
109,300,469,80,28,textTitle,
68,644,510,41,28,textSp,
54,310,66,66,28,textIcon,
429,878,200,37,0,frameData1,
68,522,510,120,28,textTerm,
68,688,510,24,28,textWarning,
0,208,660,664,0,touch_area,
