120,144,400,60,40,title,
13,152,95,44,32,back,
28,558,100,113,0,need_unit_thum,
554,171,66,33,24,unit_num,
220,715,200,80,40,evo_btn,
20,220,600,118,0,before_panel,
28,228,100,100,0,before_unit_thum,
133,266,35,27,20,before_lv_label,
133,232,128,27,20,before_unit_name,
458,220,162,41,20,before_label,
240,263,83,34,20,before_hp_label,
382,298,83,34,20,before_def_label,
382,263,83,34,20,before_heal_label,
326,267,64,27,20,before_hp_num,
326,303,64,27,20,before_atk_num,
469,267,64,27,20,before_heal_num,
469,303,64,27,20,before_def_num,
28,521,246,30,20,need_label,
289,338,48,48,0,arrow,
163,266,36,27,20,before_lv_num,
133,300,64,27,18,before_cost_label,
194,299,36,27,20,before_cost_num,
20,390,600,118,0,after_panel,
26,398,100,100,0,after_unit_thum,
131,436,35,27,20,after_lv_label,
131,402,128,27,20,after_unit_name,
456,390,162,41,20,after_label,
238,433,83,34,20,after_hp_label,
380,468,83,34,20,after_def_label,
380,433,83,34,20,after_heal_label,
324,437,64,27,20,after_hp_num,
324,473,64,27,20,after_atk_num,
467,437,64,27,20,after_heal_num,
467,473,64,27,20,after_def_num,
161,436,36,27,20,after_lv_num,
129,470,64,27,18,after_cost_label,
192,469,36,27,20,after_cost_num,
233,686,88,27,18,need_money_label,
313,684,91,27,20,need_money_num,
240,298,83,34,20,before_atk_label,
238,468,83,34,20,after_atk_label,
