0,573,647,337,0,scroll_area,
23,581,98,98,18,unit_thum,
269,253,98,98,18,start_pos,
357,277,288,130,0,magic_circle,
317,516,146,40,18,sort_btn,
471,516,146,40,18,filter_btn,
0,479,640,13,0,div_line,
0,496,300,76,24,title_base,
11,534,265,29,20,page_desc2,
10,503,154,29,24,page_title2,
4,860,176,44,18,unit_num,
0,910,640,50,0,ticker,
626,582,10,313,18,scroll_bar,
476,5,146,72,0,mix_btn,
125,279,72,72,0,base_unit,
416,237,72,72,0,elem_unit1,
394,271,72,72,0,elem_unit3,
485,241,72,72,0,elem_unit2,
461,296,72,72,0,elem_unit4,
534,271,72,72,0,elem_unit5,
288,270,56,54,0,left_arrow,
407,108,106,33,24,now_zel,
407,136,106,33,24,mix_zel,
392,398,139,33,24,elem_unit,
392,426,139,33,24,get_exp,
100,369,126,16,0,base_unit_exp_bar,
76,398,195,33,24,base_unit_rest_exp,
