0,146,670,808,0,scroll_area,
0,37,734,100,0,header_mask_area,
0,139,702,822+135,0,clip_area,
0,146,656,2595+110+100+270+135,0,option_area,
0,0,640,960,0,detail_frame,
15,144,600,363,0,sound_option_frame_area,
79,271,300,40,32,bgm_volume_cap,
79,377,300,40,32,se_volume_cap,
49,287,543,78,0,bgm_touch_area,
49,393,543,78,0,se_touch_area,
79,313,483,37,0,bgm_slider,
79,418,483,37,0,se_slider,
41,167,184,48,40,sound_option_title,
41,215,561,32,24,sound_option_text,
628,146,10,793,18,scroll_bar,
15,514,600,720+110+100+270+135,0,game_option_frame_area,
41,537,300,48,40,game_option_title,
41,585,561,98,24,game_option_text,
73,684,480,41,32,bb_cutin_disp_cap,
73,724,200,80,0,bb_cutin_disp_on_btn,
356,724,200,80,0,bb_cutin_disp_off_btn,
79,684+135,480,40,32,skill_disp_cap,
79,724+135,200,80,0,skill_disp_on_btn,
362,724+135,200,80,0,skill_disp_off_btn,
79,819+135,480,40,32,battle_effect_cap,
79,859+135,200,80,0,battle_effect_on_btn,
362,859+135,200,80,0,battle_effect_off_btn,
79,954+135,480,40,32,bg_effect_cap,
79,994+135,200,80,0,bg_effect_on_btn,
362,994+135,200,80,0,bg_effect_off_btn,
73,1266+135,200,80,0,auto_bb_on_btn,
356,1266+135,200,80,0,auto_bb_off_btn,
73,1224+135,480,41,32,auto_bb_cap,
73,1131+135,200,80,0,auto_on_btn,
356,1131+135,200,80,0,auto_off_btn,
73,1089+135,480,41,32,auto_cap,
73,1635+135,480,41,32,item_drop_cap,
41,1655+135,543,78,0,item_drop_touch_area,
71,1680+135,483,37,0,item_drop_slider,
73,1401+135,200,80,0,auto_sbb_on_btn,
356,1401+135,200,80,0,auto_sbb_off_btn,
73,1359+135,480,41,32,auto_sbb_cap,
73,1536+135,200,80,0,auto_open_on_btn,
356,1536+135,200,80,0,auto_open_off_btn,
73,1494+135,480,41,32,auto_open_cap,
71,1250+110+270+135,483,37,0,spark_draw_slider,
73,1205+110+270+135,480,41,32,spark_draw_cap,
41,1225+110+270+135,543,78,0,spark_draw_touch_area,
79,1099+110+280+135,561,32,32,bg_item_text,
419,1094+110+280+135,130,42,0,bg_item_textbox,
79,1144+110+280+135,483,37,0,bg_item_slider,
49,1124+110+280+135,543,78,0,bg_item_touch_area,
73,1080+135,480,40,32,infodraw_cap,
73,1120+135,200,80,0,infodraw_on_btn,
356,1120+135,200,80,0,infodraw_off_btn,
73,1080+135+135,480,40,32,show_turn_cap,
73,1120+135+135,200,80,0,show_turn_on_btn,
356,1120+135+135,200,80,0,show_turn_off_btn,
73,1080+270+135,480,40,32,show_hp_cap,
73,1120+270+135,200,80,0,show_hp_on_btn,
356,1120+270+135,200,80,0,show_hp_off_btn,
15,1244+110+100+270+135,600,1485,0,autobattle_option_frame_area,
41,1277+110+100+270+135,561,48,40,autobattle_option_title,
41,1318+110+100+270+135,561,98,28,autobattle_option_text,
79,1424+110+100+270+135,480,40,32,autoloot_cap,
79,1474+110+100+270+135,480,40,24,autoloot_text,
79,1524+110+100+270+135,200,80,0,autoloot_on_btn,
362,1524+110+100+270+135,200,80,0,autoloot_off_btn,
79,1634+110+100+270+135,480,40,32,autobb_cap,
452,1634+110+100+270+135,200,80,0,autobb_checkbox,
79,1704+110+100+270+135,480,40,32,superbb_cap,
79,1764+110+100+270+135,480,40,24,superbb_text,
79,1809+110+100+270+135,200,80,0,superbb_on_btn,
362,1809+110+100+270+135,200,80,0,superbb_off_btn,
79,1899+110+100+270+135,480,40,32,heal_cap,
79,1959+110+100+270+135,480,40,24,heal_text,
79,2019+110+100+270+135,200,80,0,heal_on_btn,
362,2019+110+100+270+135,200,80,0,heal_off_btn,
79,2109+110+100+270+135,480,40,32,overdrive_ultimatebb_cap,
79,2169+110+100+270+135,480,40,24,overdrive_ultimatebb_text,
79,2214+110+100+270+135,200,80,0,overdrive_ultimatebb_on_btn,
362,2214+110+100+270+135,200,80,0,overdrive_ultimatebb_off_btn,
59,1700+110+100+270+135,530,595,0,autobattle_option_mask,
79,2304+110+100+270+135,480,48,32,autobattle_record_option_title,
79,2351+110+100+270+135,480,250,24,autobattle_record_option_text,
79,2409+110+100+270+135,200,80,0,autobattle_record_option_on_btn,
362,2409+110+100+270+135,200,80,0,autobattle_record_option_off_btn,
79,2499+110+100+270+135,480,48,32,autobattle_settings_option_title,
79,2546+110+100+270+135,480,250,24,autobattle_settings_option_text,
168,2596+110+100+270+135,304,80,0,autobattle_settings_option_btn,
