0,0,640,960,0,baseImg,
-84,152,400,600,0,navi_char,
268,208,456,216,0,navi_window,
304,234,300,154,0,navi_comment,
490,84,140,62,0,btn_help,
528,116,105,83,0,btn_home,
420,116,105,83,0,btn_ranking,
508,840,100,80,0,btn_talk,
12,736,188,64,0,btn_member,
226,736,188,64,0,btn_invite,
440,736,188,64,0,btn_control,
155,794,330,130,0,btn_quest,
12,508,616,218,0,squad_frame,
144,542,460,32,26,squad_name,
436,542,32,32,19,squad_rank_icon,
436,542,80,32,19,squad_rank,
520,542,32,32,19,squad_class_icon,
504,542,100,33,19,squad_class,
142,576,464,12,0,under_line,
144,586,460,32,19,leader_name,
144,620,460,32,19,squad_conditions,
144,654,83,42,0,squad_bonus,
36,542,102,102,0,guild_emblem,
12,542,616,218,0,status_window_offset,
