450,127+20,0,0,0,guardian_button,
320,790+5,0,0,20,join_button,
425,140,0,0,0,leave_button,
580,150+20,0,0,0,member_count_header,
580,185+20,0,0,20,member_count_label,
320,250+20,600,130,0,frame,
70,300+20,0,0,0,unit_icon,
70,350+20,100,30,0,unit_level,
140,280+20,0,0,30,player_name,
600,280+20,0,0,30,player_level,
150,310+20,440,1,0,line,
160,330+20,0,0,0,skill_1_icon,
230,330+20,0,0,25,skill_1_name,
350,330+20,0,0,0,skill_2_icon,
380,330+20,0,0,25,skill_2_name,
0,345+20,705,430-20,0,clip_area,
0,345+20,670,430-20,0,scroll_area,
612,345+20,10,430-20,0,scroll_bar,
0,166+20,0,0,0,window_top,
0,770+10,0,0,0,window_bottom,
0,226+20,640,550-20+10,0,window_background,
320,276+20,0,0,0,header_label,
30,295+20,580,2,0,window_line,
320,330+20-5,642,81,0,tab_base,
40,262+20-5,0,0,0,item_tab,
600,262+20-5,0,0,0,item_tab2,

60,300+70+20-5,0,0,0,g_boss_header,
45,320+70+20-5,0,0,0,g_boss_frame,
70,345+70+20-5,0,0,0,g_boss_icon,
122,440+70+20-5,0,0,20,g_boss_level,
155,370+70+20-5,0,0,0,g_boss_icon_sphere,
205,350+70+20-5,0,0,23,g_boss_name,
205,353+70+20-5,0,0,0,g_boss_tap,
470,335+70+20-5,0,0,0,g_boss_skill1,
505,335+70+20-5,0,0,0,g_boss_skill2,
540,335+70+20-5,0,0,0,g_boss_skill3,
260,394+70+20-5,0,0,23,g_boss_hp_label,
260,435+70+20-5,0,0,23,g_boss_atk_label,
465,394+70+20-5,0,0,23,g_boss_def_label,
465,435+70+20-5,0,0,23,g_boss_rec_label,

60,300+275+20-15,0,0,0,g_outpost_header,
45,320+275+20-15,0,0,0,g_outpost_frame,
70,345+275+20-15,0,0,0,g_outpost_icon,
122,440+275+20-15,0,0,20,g_outpost_level,
155,370+275+20-15,0,0,0,g_outpost_icon_sphere,
205,350+275+20-15,0,0,23,g_outpost_name,
205,353+275+20-15,0,0,0,g_outpost_tap,
470,335+275+20-15,0,0,0,g_outpost_skill1,
505,335+275+20-15,0,0,0,g_outpost_skill2,
540,335+275+20-15,0,0,0,g_outpost_skill3,
260,394+275+20-15,0,0,23,g_outpost_hp_label,
260,435+275+20-15,0,0,23,g_outpost_atk_label,
465,394+275+20-15,0,0,23,g_outpost_def_label,
465,435+275+20-15,0,0,23,g_outpost_rec_label,

320,760,0,0,18,last_update,

320,250+100+20,580,120+15,0,m_frame,
515,375,0,0,0,expel,
40,259+100+20,100,100,0,m_icon,
90,260+100+20,0,0,0,m_room_master_header,
150,274+100+20+15,0,0,25,m_handle_name
590,274+100+20,0,0,25,m_lv,
150,292+100+20+15,440,1,0,m_line,
170,330+100+20+15,0,0,0,m_item_icon1,
190,328+100+20+15,190,0,22,m_item_name1,
400,330+100+20+15,0,0,0,m_item_icon2,
420,328+100+20+15,180,0,22,m_item_name2,
155,333+100+20+15,0,0,0,m_feskill,
