0,186,0,0,0,window_top,
0,770+130,0,0,0,window_bottom,
0,246,640,530+130,0,window_background,
320,350,642,81,0,tab_base,
40,282,0,0,0,item_tab,
600,282,0,0,0,item_tab2,
20,770,600,2,0,line,

0,365,705,400,0,ranking_clip_area,
0,365,670,400,0,ranking_scroll_area,
615,365,10,400,0,ranking_scroll_bar,

0,375,705,510,0,result_clip_area,
0,375,670,510,0,result_scroll_area,
614,375,10,510,0,result_scroll_bar,

420,143,0,0,0,previous_season_btn,
526,143,0,0,0,next_season_btn,


0,0,0,0,0,notice_sprite,

320,310+60,585,110,0,ranking_frame,
35,315+60,100,100,0,ranking_insignia,
130+10,330+60,0,0,25,ranking_rank,
130+5,350+60,400,2,0,ranking_line,
135+10,370+60,0,0,23,ranking_name,
130+10,400+60,0,0,23,ranking_prestige,

0,410,585,110,0,own_guild_ranking_frame,

320,400,0,0,25,result_none,
320,380,564,500,0,result_frame,
270,425,564,500,0,result_frame_line,
320,430+80,0,0,0,result_inner_frame_head,
320,459+80,0,0,0,result_inner_frame,
75,430+95,0,0,14,result_inner_frame_battle_text,
70,485+80,0,0,25,result_difficulty,
320,600+80,0,0,0,result_vs,
320,400+205,0,0,0,result_guild_victory,
320,450+205,0,0,0,result_guild_icon,
320,520+205,0,0,25,result_guild_flag,
320,550+205,0,0,25,result_guild_bcp,
320,580+205,0,0,20,result_guild_win_bonus,
460,485+70,0,0,0,result_battle_detail_btn,



75,407,564,500,26,result_frame_round_text,
125,430,564,500,26,result_frame_round_ranking_image,
220,443,564,500,26,result_frame_round_ranking_label,
175,462,564,500,26,result_frame_round_ranking_prestigse_image,
175,407,564,500,26,result_frame_round_status,
485,395,100,100,0,result_frame_round_detail_btn,



