0,0,640,960,0,baseImg,
0,203,400,600,0,navi_char,
12,470,616,326,0,status_window_offset,
268,208,456,216,0,navi_window,
304,234,300,154,0,navi_comment,
524,116,140,62,0,btn_help,
417,116,140,62,0,btn_home,
75,829,204,84,0,btn_leave,
361,829,204,84,0,btn_cancel,
77,728,204,84,0,btn_leave_official,
359,728,204,84,0,btn_cancel_official,
0,0,640,960,0,baseImg,
0,203,400,600,0,navi_char,
12,470,616,326,0,status_window_offset,
182,197,456,216,0,navi_window,
206,217,412,154,0,navi_comment,
524,116,140,62,0,btn_help,
417,116,140,62,0,btn_home,
75,829,204,84,0,btn_leave,
361,829,204,84,0,btn_cancel,
77,728,204,84,0,btn_leave_official,
359,728,204,84,0,btn_cancel_official,
