0,135,210,55,0,create_frame,
220,195,320,160,0,create_room_btn,
0,305,210,55,0,search_id_frame,
63,365,514,230,0,id_search_area,
104,422,432,52,0,search_id_area,
148,396,312,26,0,hint_text,
320,445,429,42,0,search_id,
220,490,200,80,0,search_btn,
0,604,210,55,0,invite_frame,
170,730,210,55,0,friend_notfound,
0,680,640,100,0,friend_notfound_frame,
0,648,640,160,0,invite_group_frame,
150,710,338,1,24,frame_line,
32,672,102,102,18,unit_thum,
20,672,42,42,24,emb_thum,
222,690,101,36,24,user_level,
242,690,184,24,24,handle_name,
150,740,382,36,25,mission_name,
120,719,184,20,22,group_text,
610,690,184,20,22,team_num,
455,720,103,49,24,label_guild,
527,720,103,49,24,label_friend,
628,667,10,240,18,scroll_bar,
0,663,705,240,0,clip_area,
0,663,670,240,0,scroll_area,
