13,0,0,7,
14,0,0,4,
15,0,0,4,
16,0,0,6,
17,0,0,6,
18,0,0,3,
19,0,0,3,
20,0,0,3,
21,0,0,3,
22,0,0,3,
23,0,0,3,
24,0,0,3,
25,0,0,3,
26,0,0,6,
27,0,0,7,
28,0,0,1,
29,0,0,1,
30,0,0,1,
31,0,0,1,
32,0,0,5,
32,0,0,1,
33,0,0,1,
34,0,0,1,
35,0,0,1,
36,0,0,1,
37,0,0,1,
38,0,0,1,
39,0,0,1,
40,0,0,1,
41,0,0,1,
42,0,0,3,
43,0,0,3,
44,0,0,3,
45,0,0,4,
46,0,0,4,
47,0,0,3,
48,0,0,3,
49,0,0,3,
50,0,0,3,
51,0,0,3,
52,0,0,3,
53,0,0,3,
54,0,0,3,
55,0,0,3,
56,0,0,3,
57,0,0,3,
58,0,0,3,
59,0,0,3,
60,0,0,3,
61,0,0,3,
62,0,0,3,
