4,0,0,4,
5,0,0,4,
6,0,0,3,
7,0,0,3,
8,0,0,2,
9,0,0,2,
10,0,0,2,
11,0,0,2,
12,0,0,2,
13,0,0,2,
14,0,0,4,
15,0,0,4,
16,0,0,4,
17,0,0,4,
18,0,0,4,
19,0,0,2,
20,0,0,2,
21,0,0,2,
22,0,0,4,
23,0,0,4,
24,0,0,4,
25,0,0,3,
26,0,0,3,
27,0,0,3,
28,0,0,3,
29,0,0,3,
30,0,0,3,
31,0,0,3,
32,0,0,4,
33,0,0,4,
34,0,0,4,
29,0,0,4,
31,0,0,4,
33,0,0,4,
32,0,0,3,
34,0,0,3,
35,0,0,3,
29,0,0,3,
28,0,0,3,
31,0,0,3,
30,0,0,3,
36,0,0,3,
37,0,0,3,
38,0,0,3,
39,0,0,3,
40,0,0,3,
41,0,0,2,
42,0,0,3,
43,0,0,3,
44,0,0,3,
45,0,0,4,
46,0,0,4,
2,0,0,5,
0,0,0,6,
