0,2,-32,-56,0,0,100,0,0,0,64,64,0,-24,-8,0,0,100,0,160,64,48,16,0,
0,2,-32,-56,0,0,100,0,64,0,64,64,0,-24,-8,0,0,100,0,160,64,48,16,0,
0,2,-32,-56,0,0,100,0,128,0,64,64,0,-24,-8,0,0,100,0,160,64,48,16,0,
0,2,-32,-56,0,0,100,0,192,0,64,64,0,-24,-8,0,0,100,0,160,64,48,16,0,
0,2,-36,-78,0,0,100,0,0,64,80,80,0,-18,-8,0,0,50,0,208,64,48,16,0,
0,2,-32,-83,0,0,100,0,80,64,80,80,0,-14,-8,0,0,40,0,208,64,48,16,0,
0,2,-27,-87,0,0,100,0,0,64,80,80,0,-9,-8,0,0,30,0,208,64,48,16,0,
0,2,-18,-87,0,0,60,0,80,64,80,80,0,0,-8,0,0,20,0,208,64,48,16,0,
0,2,-12,-84,0,0,30,0,0,64,80,80,0,6,-8,0,0,10,0,208,64,48,16,0,
0,1,-40,-72,0,0,0,0,80,64,80,80,0,
