15,0,0,6,
16,0,0,5,
25,0,0,5,
26,0,0,4,
27,0,0,5,
28,136,0,2,
29,136,0,2,
30,136,0,3,
31,136,0,3,
32,136,0,3,
71,136,0,3,
72,136,0,3,
35,136,0,3,
33,136,0,3,
34,136,0,3,
35,136,0,3,
36,136,0,3,
37,136,0,3,
38,136,0,3,
39,136,0,3,
40,136,0,3,
41,136,0,3,
42,136,0,3,
43,136,0,3,
44,136,0,3,
45,136,0,3,
46,136,0,3,
50,136,0,4,
51,136,0,4,
52,136,0,3,
53,136,0,3,
54,136,0,3,
55,136,0,3,
56,136,0,3,
57,136,0,3,
58,136,0,3,
59,136,0,3,
60,136,0,3,
61,136,0,3,
62,136,0,3,
63,0,0,3,
64,136,0,3,
67,0,0,3,
68,0,0,3,
69,0,0,3,
