5,-47,-65,3,
6,-47,-65,4,
7,-47,-65,4,
8,-47,-65,3,
9,-47,-65,4,
10,-47,-65,4,
11,-47,-65,3,
12,-47,-65,4,
13,-47,-65,3,
14,-47,-65,3,
15,-47,-65,5,
16,-47,-65,3,
17,-47,-65,3,
18,-47,-65,4,
19,-45,-65,4,
20,-45,-65,4,
21,-45,-65,4,
22,-45,-65,4,
23,-45,-65,4,
24,-45,-65,3,
25,-45,-65,3,
26,-45,-65,3,
27,-45,-65,3,
28,-45,-65,4,
29,-45,-65,4,
30,-45,-65,4,
31,-45,-65,3,
32,-45,-65,2,
33,-45,-65,2,
34,-45,-65,2,
35,-45,-65,2,
36,-45,-65,2,
37,-44,-143,3,
38,-44,-138,4,
39,-44,-136,3,
40,-51,-104,3,
41,-51,-91,4,
42,-51,-83,4,
43,-52,-79,4,
44,-64,-61,4,
45,-64,-61,4,
46,-64,-67,4,
47,-70,-77,4,
48,-67,-92,4,
49,-54,-86,4,
50,-46,-68,5,
51,-40,-60,5,
52,-40,-66,6,
53,-39,-65,4,
54,-46,-64,4,
55,-46,-64,4,
56,-46,-64,4,
57,-46,-64,5,
58,-46,-64,6,
59,-46,-64,6,
60,-46,-64,6,
61,-46,-64,6,
0,0,0,6,
