4,0,0,5,
5,0,0,5,
6,0,0,6,
7,0,0,6,
8,0,0,6,
9,0,0,6,
10,0,0,5,
11,0,0,6,
12,0,0,6,
53,0,0,5,
13,0,0,5,
64,0,0,5,
14,0,0,5,
15,0,0,5,
16,0,0,5,
17,0,0,5,
18,0,0,3,
19,0,0,4,
20,0,0,4,
21,0,0,4,
22,0,0,4,
23,0,0,3,
24,0,0,4,
25,0,0,5,
54,0,0,4,
55,0,0,5,
26,0,0,4,
27,0,0,5,
28,0,0,3,
29,0,0,3,
30,0,0,4,
31,0,0,3,
32,0,0,3,
33,0,0,4,
34,0,0,2,
35,0,0,5,
36,0,0,5,
37,0,0,5,
38,0,0,5,
56,0,0,5,
57,0,0,5,
58,0,0,5,
59,0,0,5,
39,0,0,4,
40,0,0,3,
41,0,0,3,
42,0,0,4,
43,0,0,4,
44,0,0,3,
45,0,0,3,
46,0,0,3,
47,0,0,2,
48,0,0,3,
49,0,0,3,
50,0,0,3,
51,0,0,4,
52,0,0,4,
