6,0,0,6,
7,0,0,5,
8,0,0,4,
9,0,0,4,
10,0,0,4,
11,0,0,4,
12,0,0,3,
13,0,0,2,
14,0,0,2,
15,0,0,2,
16,0,0,4,
17,0,0,4,
18,0,0,4,
19,0,0,4,
20,0,0,3,
21,0,0,4,
22,0,0,2,
23,0,0,2,
24,0,0,10,
25,0,0,5,
26,0,0,5,
27,0,0,3,
28,1,0,4,
29,0,0,3,
30,0,0,3,
31,0,0,6,
32,0,0,3,
33,0,0,3,
34,0,0,3,
35,0,0,3,
36,0,0,3,
37,0,0,3,
38,0,0,3,
39,0,0,6,
40,0,0,1,
41,0,0,2,
42,0,0,4,
43,0,0,4,
44,0,0,3,
45,0,0,4,
46,0,0,4,
47,0,0,2,
48,0,0,2,
49,0,0,4,
50,0,0,4,
51,0,0,4,
52,0,0,4,
53,0,0,4,
54,0,0,4,
55,0,0,4,
18,0,0,2,
17,0,0,2,
16,0,0,2,
15,0,0,2,
14,0,0,3,
13,0,0,3,
12,0,0,3,
11,0,0,3,
10,0,0,2,
9,0,0,2,
8,0,0,2,
