9,0,0,4,
10,0,0,4,
11,0,0,5,
12,0,0,5,
13,0,0,3,
14,0,0,3,
15,0,0,5,
16,0,0,5,
17,0,0,5,
18,0,0,5,
19,0,0,5,
20,0,0,5,
21,0,0,4,
22,0,0,4,
23,0,0,4,
24,0,0,4,
21,0,0,5,
25,0,0,3,
26,0,0,3,
27,0,0,3,
28,0,0,4,
29,0,0,4,
30,0,0,4,
31,0,0,4,
32,0,0,4,
29,0,0,3,
30,0,0,4,
33,0,0,2,
34,0,0,2,
35,0,0,2,
36,0,0,3,
37,0,0,4,
38,0,0,4,
39,0,0,4,
40,0,0,4,
41,0,0,4,
42,0,0,4,
39,0,0,3,
40,0,0,3,
43,0,0,3,
45,0,0,3,
46,0,0,3,
47,0,0,3,
48,0,0,3,
49,0,0,3,
50,0,0,3,
51,0,0,3,
52,0,0,3,
53,0,0,3,
54,0,0,3,
55,0,0,3,
57,0,0,6,
58,0,0,2,
60,0,0,2,
61,0,0,2,
63,0,0,2,
64,0,0,2,
65,0,0,2,
66,0,0,2,
67,0,0,2,
68,0,0,2,
69,0,0,2,
70,0,0,2,
