10,0,0,3,
11,0,0,3,
12,0,0,3,
13,0,0,3,
16,0,0,3,
17,0,0,3,
18,0,0,3,
19,0,0,3,
20,0,0,3,
21,0,0,3,
22,0,0,3,
23,0,0,4,
24,1,0,2,
25,0,0,3,
26,0,0,3,
27,0,0,3,
28,0,0,3,
29,0,0,3,
30,0,0,3,
31,0,0,3,
32,0,0,3,
33,0,0,3,
34,0,0,3,
35,0,0,3,
36,0,0,3,
37,0,0,3,
38,0,0,3,
39,-104,1,4,
40,-104,1,3,
41,-104,1,3,
42,-104,1,3,
43,-104,1,3,
44,-103,1,3,
39,-104,1,4,
40,-104,1,3,
41,-104,1,3,
42,-104,1,3,
43,-104,1,3,
44,-103,1,3,
39,-104,1,4,
40,-104,1,3,
41,-104,1,3,
42,-104,1,3,
43,-104,1,3,
44,-103,1,3,
25,-50,1,3,
24,-22,1,3,
23,0,0,3,
22,0,0,3,
17,0,0,3,
16,0,0,3,
15,0,0,3,
14,0,0,3,
12,0,0,3,
12,0,0,3,
7,0,0,3,
