8,0,0,3,
9,0,0,3,
10,0,0,3,
11,0,0,3,
12,0,0,2,
13,0,0,2,
14,0,0,2,
15,0,0,2,
16,0,0,2,
17,0,0,2,
18,0,0,3,
19,0,0,2,
20,0,0,2,
21,0,0,2,
22,0,0,2,
23,0,0,2,
24,0,0,3,
25,0,0,2,
26,0,0,2,
27,0,0,2,
28,0,0,3,
29,0,0,2,
30,0,0,2,
31,0,0,2,
32,0,0,2,
33,0,0,2,
34,0,0,3,
35,0,0,2,
36,0,0,3,
37,0,0,2,
38,0,0,3,
39,9,0,2,
40,12,0,3,
41,13,0,2,
42,15,0,3,
43,13,0,2,
44,12,0,3,
45,11,0,2,
46,0,0,2,
47,0,0,2,
48,0,0,3,
49,0,0,4,
50,0,0,4,
51,0,0,3,
51,0,0,2,
52,0,0,3,
53,0,0,3,
54,0,0,3,
55,0,0,4,
56,0,0,4,
57,0,0,4,
58,0,0,4,
59,0,0,4,
60,-123,0,3,
61,-110,0,3,
62,-72,0,3,
63,-39,0,3,
63,-11,0,3,
64,-5,0,3,
65,0,0,4,
66,0,0,4,
67,0,0,4,
68,0,0,3,
69,0,0,3,
70,0,0,3,
71,0,0,3,
72,0,0,3,
73,0,0,3,
74,0,0,3,
75,0,0,3,
76,0,0,3,
77,0,0,3,
78,0,0,3,
79,0,0,3,
80,0,0,3,
81,0,0,3,
82,0,0,3,
83,0,0,3,
84,0,0,3,
85,0,0,4,
86,0,0,4,
87,0,0,5,
88,0,0,6,
