16,0,0,4,
17,0,0,4,
18,0,0,4,
19,0,0,4,
20,0,0,4,
21,0,0,4,
22,0,0,4,
23,0,0,4,
24,0,0,4,
25,0,0,4,
26,0,0,4,
27,0,0,3,
28,0,0,3,
27,0,0,1,
29,0,0,1,
30,0,0,1,
31,0,0,1,
30,0,0,1,
32,0,0,1,
33,0,0,1,
32,0,0,3,
33,0,0,3,
34,0,0,3,
35,0,0,3,
36,0,0,3,
37,0,0,3,
38,0,0,3,
39,0,0,3,
40,0,0,3,
41,0,0,3,
42,0,0,3,
43,0,1,3,
44,0,0,3,
45,0,0,3,
46,0,0,3,
47,0,0,3,
48,0,0,3,
49,0,0,3,
50,0,0,3,
51,0,0,3,
52,0,0,3,
53,0,0,3,
54,0,0,3,
55,0,0,3,
56,0,0,3,
57,0,0,5,
58,0,0,3,
59,0,0,3,
60,0,0,5,
61,0,0,2,
62,0,0,2,
63,0,0,2,
64,0,0,5,
65,0,0,4,
66,0,0,2,
67,0,0,2,
68,0,0,2,
69,0,0,2,
70,0,0,5,
71,0,0,2,
72,0,0,2,
73,0,0,2,
74,0,0,2,
68,0,0,2,
75,0,0,2,
76,0,0,2,
77,0,0,3,
78,0,0,2,
79,0,0,1,
80,0,0,1,
81,0,0,1,
82,0,0,1,
83,0,0,1,
84,0,0,1,
85,0,0,1,
86,0,0,1,
79,0,0,1,
80,0,0,1,
81,0,0,1,
82,0,0,1,
83,0,0,1,
84,0,0,1,
85,0,0,1,
86,0,0,1,
79,0,0,1,
80,0,0,1,
81,0,0,1,
82,0,0,1,
83,0,0,1,
84,0,0,1,
85,0,0,1,
86,0,0,1,
87,0,0,1,
88,0,0,1,
89,0,0,1,
90,0,0,1,
31,0,0,2,
30,0,0,2,
29,0,0,2,
